case_key,jurisdiction_id,jurisdiction_name,state_abbr,packet_dir,packet_status,missing_required_outputs,has_manifest,has_research_findings,has_sources,has_recommendation,review_goal,recommended_disposition,production_ready,confidence,summary,has_promotable_extract,extract_files,non_observed_count_2024,top_estimate_source_2024
melbourne_fl,12:municipal:place:1243975,Melbourne city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/melbourne_fl,review_complete,,1,1,1,1,Determine whether Melbourne should retain a standalone municipal control row and whether the current full-fill condition reflects reporting continuity failure or an invalid municipal target/service-structure problem.,retain_standalone_municipal_control_row_and_treat_full_fill_as_reporting_continuity_failure,no,high,"Melbourne should retain a true standalone municipal control row. Official City of Melbourne sources show an active Melbourne Police Department, and official FDLE county-and-municipal offense publications list Melbourne Police Department as a separate Brevard municipal agency through 2021. The repo's 2021-2024 zero/full-fill condition therefore reflects reporting continuity or extraction failure on FL0050700, not an invalid target or a sheriff-replacement service structure.",0,,3398.0,hist_median
daytona_beach_fl,12:municipal:place:1216525,Daytona Beach city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/daytona_beach_fl,review_complete,,1,1,1,1,Determine whether Daytona Beach should retain a standalone municipal control row and whether the current full-fill condition reflects broken reporting continuity for a real city police target or an invalid municipal/service-structure target.,retain_standalone_municipal_control_row_and_treat_full_fill_as_reporting_continuity_failure,no,high,"Daytona Beach should keep a standalone municipal control row. Official city sources show an active Daytona Beach Police Department, and FDLE's official county-and-municipal offense reports publish Daytona Beach Police Department as a normal municipal row with substantive counts in 2020 and 2021. The current all-fill condition is therefore a reporting continuity and publication-ingestion failure on FL0640100, not an invalid target or sheriff-contract service-structure problem.",0,,3246.5,hist_median
lauderhill_fl,12:municipal:place:1239550,Lauderhill city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/lauderhill_fl,review_complete,,1,1,1,1,Determine whether Lauderhill should retain a standalone municipal control row and whether the current full-fill condition reflects broken reporting/publication continuity for a real city police target or an invalid sheriff-contract/service-structure target.,retain_standalone_municipal_control_row_and_treat_full_fill_as_state_publication_and_repo_continuity_failure,no,high,"Lauderhill should keep its standalone municipal control row. Official city, sheriff, and FDLE sources show an active Lauderhill Police Department, no Broward Sheriff contract-city primary-policing structure, and a continuing FDLE agency identity at FL0061800. The current full-fill condition is best explained by a post-2020 state-publication and repo continuity failure: FDLE published a substantive Lauderhill municipal row in 2020, retained a blank Lauderhill row in the degraded 2021 transition report, and then omitted Lauderhill from the public FIBRS offense workbook while the repo observation layer carried only zero-valued SRS placeholders.",0,,2702.0,hist_median
homestead_fl,12:municipal:place:1232275,Homestead city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/homestead_fl,review_complete,,1,1,1,1,Determine whether Homestead should retain a standalone municipal control row and explain whether the current 2024 all-fill state reflects an invalid municipal target/service-structure problem or a real Homestead Police Department reporting continuity gap.,retain_standalone_municipal_control_row_and_treat_2024_as_pre_2025_reporting_gap,no,high,"Homestead should retain a standalone municipal control row. Official city materials show a live Homestead Police Department and current city-run police governance, while FDLE's 2021 county-and-municipal report still published Homestead as a normal municipal police row. The current all-fill state is not an invalid-target or county-service-structure problem; it reflects a 2024 reporting gap, with the public FDLE 2024 workbook lacking a Homestead row and the official FBI CDE roster assigning Homestead Police Department a NIBRS start date of January 1, 2025.",0,,2666.0,hist_median
north_miami_fl,12:municipal:place:1249450,North Miami city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/north_miami_fl,review_complete,,1,1,1,1,Determine whether North Miami should retain a standalone municipal control row and whether the current full-fill condition reflects a real city-police continuity failure or an invalid municipal/service-structure target.,retain_standalone_municipal_control_row_and_treat_full_fill_as_reporting_continuity_failure,no,high,"North Miami should keep a standalone municipal control row. Official city and county sources show an active North Miami Police Department as the city's primary general-policing authority, and FDLE's official county-and-municipal offense reports publish North Miami Police Department as a normal municipal row in 2020 and 2021. The current all-fill condition therefore reflects broken state-publication and repo-ingestion continuity on FL0131800, not an invalid target or sheriff-primary service structure.",0,,2624.5,hist_median
sunrise_fl,12:municipal:place:1269700,Sunrise city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/sunrise_fl,review_complete,,1,1,1,1,Determine whether Sunrise should retain a standalone municipal control row and whether the current full-fill condition reflects broken reporting continuity for a real city police target or an invalid municipal/service-structure target.,retain_standalone_municipal_control_row_and_treat_full_fill_as_reporting_continuity_failure,no,high,"Sunrise should keep a standalone municipal control row. Official city sources show an active Sunrise Police Department with its own chief, headquarters, dispatch center, and records/statistical unit; Broward Sheriff materials reviewed here do not show Sunrise as a BSO contract-policing city; and FDLE's official county-and-municipal offense reports publish Sunrise Police Department as a municipal agency row in 2020 and 2021. The current full-fill condition is therefore a reporting continuity / publication-ingestion failure on FL0062700, not evidence that the municipal target is invalid.",0,,2205.0,hist_median
oakland_park_fl,12:municipal:place:1250575,Oakland Park city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/oakland_park_fl,review_complete,,1,1,1,1,Determine whether Oakland Park should retain a standalone municipal control row and whether the current full-fill condition reflects an invalid municipal target/service-structure problem or broken reporting continuity under the city's Broward Sheriff's Office contract-policing model.,retain_standalone_municipal_control_row_and_treat_full_fill_as_contract_city_reporting_continuity_failure,no,high,"Oakland Park should retain a standalone municipal control row. The city is currently policed by the Broward Sheriff's Office under contract rather than by a city-run police department, but official city and FDLE materials still support a real Oakland Park-specific policing and reporting surface tied to FL0062400. FDLE published Oakland Park as a separate Broward municipal offense row through 2020 and retained the row in 2021 before blanking it, while the post-2021 FIBRS workbook omits the row entirely. The current all-fill state is therefore a reporting/publication continuity failure under a contract-city model, not evidence that the municipal target is invalid.",0,,1957.0,hist_median
meridian_ms,28:municipal:place:2846640,Meridian city,MS,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/meridian_ms,review_complete,,1,1,1,1,Determine whether Meridian should retain a standalone municipal control row or whether the current all-fill state reflects an invalid municipal target or sheriff-replacement service structure.,retain_standalone_municipal_control_row_and_treat_all_fill_as_pre_2025_reporting_transition_gap,no,high,"Meridian should keep its standalone municipal control row. Official city materials show an active Meridian Police Department, and the official sheriff website says municipal police departments patrol their own city limits while the sheriff assists when necessary, which rules against a sheriff-primary replacement theory. Mississippi's own public reporting shows that Meridian Police Department was not yet present on the 2024 TOPS reporting surface, then appears as a separate certified agency and separate 2025 reporting row later in 2025. The current all-fill state is therefore a pre-2025 reporting-transition and continuity gap on MS0380100, not an invalid municipal target.",0,,1644.0,hist_median
warren_oh,39:municipal:place:3980892,Warren city,OH,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/warren_oh,review_complete,,1,1,1,1,"Determine whether Warren city should retain a standalone municipal control row and whether the current 2024 all-fill condition reflects a real reporting continuity failure, county replacement, merged/shared service structure, or target invalidity.",retain_standalone_municipal_control_row_and_treat_2024_all_fill_as_reporting_continuity_gap_on_oh0780700,no,high,"Warren should retain a standalone municipal control row. Official City of Warren police pages, Ohio Attorney General directory entries, and Trumbull County Sheriff materials show Warren Police Department remains the city's primary general-law-enforcement agency while the sheriff's road division serves county townships rather than replacing city policing. Warren also maintains official police annual reports through 2023 plus a live crime-activity map, and the official FBI 2024 agency roster still lists OH0780700 as Warren Police Department with is_nibrs true. The current 2024 full-fill state is therefore a reporting and publication continuity failure on a valid municipal target, not a county replacement, merged-service, or invalid-target case. Exact blocker: no reviewed public 2024 annual offense table was located, and Warren's own 2020-2023 annual-report UCR Part 1 totals differ materially from the repo's federal/state-derived counts, so any direct repair requires an explicit city-vs-federal reconciliation step rather than automatic backfill.",0,,1313.0,hist_median
opa_locka_fl,12:municipal:place:1251650,Opa-locka city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/opa_locka_fl,review_complete,,1,1,1,1,"Determine whether Opa-locka should retain a standalone municipal control row and whether the current all-fill condition reflects broken continuity/publication, contract policing, county replacement, or target invalidity.",retain_standalone_municipal_control_row_and_treat_current_all_fill_as_state_publication_continuity_failure_on_fl0131200,no,high,"Opa-locka should keep its standalone municipal control row. Official city, county, and FDLE materials show an active Opa-locka Police Department, and Miami-Dade's sheriff-transition record explicitly preserves Opa-locka as a municipality providing its own police services rather than a county-contract city. FDLE's official county-and-municipal reports publish Opa-Locka Police Department through 2021, but the later public FIBRS workbook does not carry a usable Opa-locka row, and the repo collapses to zero-valued annual SRS placeholders from 2020 onward. The current all-fill state is therefore a publication and continuity failure on FL0131200, not contract policing, county replacement, or target invalidity.",0,,1303.5,hist_median
winter_garden_fl,12:municipal:place:1278250,Winter Garden city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/winter_garden_fl,review_complete,,1,1,1,1,"Determine whether Winter Garden should retain a standalone municipal control row and whether the current full-fill condition reflects broken continuity/publication for a real city police target, contract policing, county replacement, or target invalidity.",retain_standalone_municipal_control_row_and_treat_full_fill_as_post_2020_reporting_publication_break,no,high,"Winter Garden should retain a standalone municipal control row. Official city sources show an active Winter Garden Police Department with current command staff, patrol, investigations, records, and 2026 public programming, while FDLE's 2020 county-and-municipal offense report published Winter Garden Police Department as a normal municipal row and the 2021 legacy report retained a named Winter Garden row even though offense cells were blank. The current all-fill state is therefore a post-2020 reporting/publication continuity break on FL0480500, not contract policing, county replacement, or target invalidity, but no public post-2020 statewide annual backfill row was found.",0,,1132.0,hist_median
kankakee_il,17:municipal:place:1738934,Kankakee city,IL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/kankakee_il,review_complete,,1,1,1,1,"Determine whether Kankakee city should retain a standalone municipal control row and whether the current full-fill state reflects invalid targeting, sheriff replacement, shared service structure, or reporting continuity failure.",retain_standalone_municipal_control_row_and_classify_current_all_fill_as_illinois_reporting_continuity_failure,no,high,"Kankakee should retain its standalone municipal control row. Official City of Kankakee sources show a live Kankakee Police Department with an active chief, sworn staffing, and monthly incident-report review by the city's Public Safety Committee, while the Kankakee County Sheriff's Office remains a separate county patrol layer rather than a city replacement. Official Illinois State Police material still published a nonzero Kankakee city row in Crime in Illinois 2021, and the current Illinois portal says 2023-forward agency publication is gated on NIBRS certification; the mirrored FBI 2024 roster still marks Kankakee Police Department as a City agency but not NIBRS. The current all-fill state is therefore a reporting/publication continuity failure on a valid municipal target, not an invalid target or sheriff-primary service structure.",0,,1094.0,hist_median
jacksonville_beach_fl,12:municipal:place:1235050,Jacksonville Beach city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/jacksonville_beach_fl,review_complete,,1,1,1,1,"Determine whether Jacksonville Beach should retain a standalone municipal control row and whether the current full-fill condition reflects a Florida transition/publication failure, Jacksonville-Duval replacement, contract policing, or target invalidity.",retain_standalone_municipal_control_row_and_treat_full_fill_as_pre_2025_reporting_gap,no,high,"Jacksonville Beach should retain its standalone municipal control row. Official city and Jacksonville consolidation materials show Jacksonville Beach still operates its own police department rather than being absorbed by Jacksonville Sheriff's Office or Duval County. FDLE published Jacksonville Beach Police Department as a normal municipal row in 2020 and retained a named but blank transition row in 2021; the public FDLE FIBRS offense workbook then omits Jacksonville Beach for 2021-2024 before the agency reappears in the official 2025 Q2 workbook, and the official FBI CDE roster assigns FL0160300 a NIBRS start date of January 1, 2025. The current all-fill state is therefore a valid-target Florida transition/publication gap, not contract policing, county replacement, or target invalidity.",0,,991.0,hist_median
deltona_fl,12:municipal:place:1217200,Deltona city,FL,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/deltona_fl,review_complete,,1,1,1,1,Determine whether Deltona should retain a standalone municipal control row or be treated as a sheriff-contract city whose current full-fill state reflects an agency-definition error rather than broken municipal police continuity.,drop_standalone_municipal_control_row_12_municipal_place_1217200_and_treat_deltona_as_volusia_sheriff_contract_policing_structure,no,high,"Deltona should not keep the current standalone municipal control row. Official city, sheriff, and city annual-financial materials show that Deltona has been policed by the Volusia Sheriff's Office under contract since incorporation rather than by a Deltona Police Department, and FDLE's official county-and-municipal offense reports do not publish a separate Deltona agency row. The current all-fill state is best explained by an agency-definition / fallback-crosswalk error around pseudo-row FL0642500, not by broken continuity for a real standalone municipal police agency.",0,,0.0,
college_park_md,24:municipal:place:2418750,College Park city,MD,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/college_park_md,review_complete,,1,1,1,1,"Determine whether College Park should retain a standalone municipal control row given city public-safety administration, Prince George's County primary policing, and University of Maryland overlap.",drop_place_level_municipal_control_row_24_municipal_place_2418750_and_treat_college_park_as_pg_county_primary_with_university_and_other_special_overlaps,no,high,"College Park is an incorporated city but not a city-police jurisdiction. Official city materials state that the City does not have a police department, relies on Prince George's County Police as the citywide primary policing surface, and uses a contract-police program only to supplement county services. UMPD and the other agencies operating in the city are overlap layers, not evidence for a standalone annual city police target.",0,,0.0,
owings_mills_md,24:municipal:place:2459425,Owings Mills CDP,MD,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/owings_mills_md,review_complete,,1,1,1,1,Determine whether Owings Mills should ever receive a standalone municipal control row given its CDP status and the suspicious Rosewood crosswalk routing.,drop_place_level_municipal_control_row_24_municipal_place_2459425_and_treat_owings_mills_as_baltimore_county_service_structure,no,high,"Owings Mills is a CDP inside Baltimore County, and official county/state sources say Baltimore County has no municipalities. Official policing runs through Baltimore County Police Franklin Precinct rather than any standalone Owings Mills police department, while the only crosswalked row MD0035M00 is a zero-support rosewood alias that most likely reflects legacy Rosewood contamination rather than a valid municipal control surface.",0,,0.0,
silver_spring_md,24:municipal:place:2472450,Silver Spring CDP,MD,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/silver_spring_md,review_complete,,1,1,1,1,Determine whether Silver Spring should receive a separate municipal control row given its CDP status and Montgomery County policing structure.,drop_place_level_municipal_control_row_24_municipal_place_2472450_and_treat_as_montgomery_county_service_structure,no,high,"Silver Spring is an unincorporated CDP with no separate municipal government or police department; official policing runs through Montgomery County Police District 3, so the place-level municipal control row should be dropped rather than retained as a standalone annual jurisdiction target.",0,,0.0,
brookhaven_ny,36:municipal:cousub:3610310000,Brookhaven town,NY,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/brookhaven_ny,review_complete,,1,1,1,1,Determine whether Brookhaven town should receive a separate municipal control row or whether Suffolk County and village service structure means the town-level target is not a real annual policing jurisdiction.,drop_municipal_control_row_36_municipal_cousub_3610310000_and_treat_brookhaven_as_suffolk_county_primary_service_structure_with_village_specific_handling,no,high,"Brookhaven town does not have a verified town police department or usable annual police reporting row. Official sources show Town public safety is code-enforcement/security, Suffolk County Police provides precinct policing across Brookhaven, and incorporated villages inside Brookhaven have separate governance and mixed village public-safety arrangements, so the town-level municipal control row is not defensible.",0,,0.0,
huntington_ny,36:municipal:cousub:3610337000,Huntington town,NY,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/huntington_ny,review_complete,,1,1,1,1,Determine whether Huntington town should receive a separate municipal control row or whether Suffolk County and village policing make the town-level target methodologically wrong.,drop_municipal_control_row_36_municipal_cousub_3610337000_and_treat_huntington_as_suffolk_county_primary_service_structure_with_village_specific_handling,no,high,"Huntington town does not have a verified general town police department or usable annual townwide police reporting row. Official sources show Town public safety is security, park-ranger, code-enforcement, and specialized marine functions, while Suffolk County Police provides general policing for Huntington and multiple incorporated villages inside the town maintain their own police departments. The standalone town municipal control row should therefore be dropped.",0,,0.0,
islip_ny,36:municipal:cousub:3610338000,Islip town,NY,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/islip_ny,review_complete,,1,1,1,1,Determine whether Islip town should retain a town-level municipal control row or whether Suffolk County and village policing make the town-level target methodologically wrong.,drop_municipal_control_row_36_municipal_cousub_3610338000_and_treat_islip_as_suffolk_county_primary_service_structure_with_village_specific_handling,no,high,"Islip town is a real municipality, but official sources do not support a general town police department or annual townwide police reporting surface. Suffolk County Police provides the core criminal-law policing for Islip as part of the western-town police district, while the Town's own public-safety functions are specialized enforcement and harbor-police functions. The townwide municipal control row should therefore be dropped in favor of county-plus-village service structure.",0,,0.0,
yaphank_ny,36:municipal:place:3683426,Yaphank CDP,NY,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/yaphank_ny,review_complete,,1,1,1,1,"Determine whether Yaphank should ever receive a standalone municipal control row given its CDP status, Brookhaven location, and absence of a live crosswalked policing row.",drop_place_level_municipal_control_row_36_municipal_place_3683426_and_treat_yaphank_as_brookhaven_suffolk_service_structure,no,high,"Yaphank is a Census-designated place inside the Town of Brookhaven, not an incorporated municipality with its own police department. Official Suffolk County sources show Brookhaven communities are policed through the Suffolk County Police District, and the repo has no live crosswalked policing row for Yaphank, so the standalone municipal control row should be dropped.",0,,0.0,
,,,,/Users/uzairqadir/Projects/data-projects/national/crimerisk-clone/state/review/packets/municipal_targets/palm_springs_fl,review_complete,,1,1,1,1,"Determine whether Palm Springs village, FL should retain a standalone municipal control row and whether the 2024 all-fill condition reflects broken continuity/publication, contract policing, county replacement, or target invalidity.",,,high,,0,,0.0,
