case_id,case_class,state,oris,mass_hint,arm,verdict,confidence,kind,replicate_verdicts,downstream_action,packet_file,detail,rationale,resolved_by_cleanup,resolution
b2-IL0090100-ashland,published_zero,IL,IL0090100,5.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(opus,high) via c-IL0090100-ashland",reconcile_before_apply,batches/batch_014.json,2024 CIUS zero is usable as a true zero.,"The 2024 NIBRS batch header records a complete 12-month zero submission. The 2024 NIBRS start date is consistent with full-year coverage, so no partial-year rescue or missingness treatment applies.",1,x-IL0090100-ashland:misread_missing(opus/high)
c-IL0110500-assumption,token_reporter,IL,IL0110500,5.0,opus,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-IL0110500-assumption",reconcile_before_apply,batches/batch_046.json,"Packet vocabulary: structural_zero_treat_as_missing. Do not publish 0, and treat 2023 (identical signature) the same way. Repair basis: the pre-NIBRS full years 2018 (11) and 2019 (21) at 12 Return-A months, median 16; the 2020 CIUS 4 must be excluded as a 6-row partial with larceny blank (same-year Return-A is 7 on 5 months = 16.8 annualised). The whole post-2021 NIBRS series (0, 3, 0, 0) is contaminated by the same zero-report mechanism, so the fill must reach back past 2021 — but the 'real report within 2 years' gate will instead reach 2022's 3 and reproduce the artifact. Recommended 2024: own 2018-2020 level ~11-17, with the peer floor 702.6/100k x 1,103 = 7.8 as the conservative bound; publish ~8-16. EST2024 = 0 [observedx7] is not defensible.","ABSOLUTE PLAUSIBILITY fails. A 1,103-person Christian County village with its own PD and an own baseline mean of 12 offences a year — it recorded 11 and 21 on clean full years — posting zero across all seven streams gives P(0) = 6e-6 at that baseline. This agency was a diligent reporter at 1,000-1,900/100k before its NIBRS transition, which makes the zero a reporting event rather than a crime event. The provenance confirms it: three of the four NIBRS years since the 2021-01-01 onboarding are total zeros (2021, 2023, 2024) with one 3 in between, and the 2021 zero came with a 1-month Return-A that the packet itself flags as unrescuable by uplift. BLANK-AS-ZERO applies to both 2023 and 2024: the CIUS printed zero is the frozen Return-A master re-rendering the one NIBRS submission, and CIUS lane standing converts the unverified batch-header month count into tier hi / weight 1.0 / 12 months by assumption — so the 'COMPLETE 12-month' framing that denies the year uplift is itself manufactured. COMPOSITION is silent (uniform zero across all seven streams), so the level test decides. Same 2020 Illinois CIUS defect as Ashland/Gifford/Albers/Stone Park (NoF7, larceny blank, CIUS 4 versus Return-A 7). ORI succession ruled out: one ORI, continuously rostered, no twin.",1,x-IL0110500-assumption:misread_missing(opus/medium)
c-IL0320300-mazon,token_reporter,IL,IL0320300,5.0,opus,token_reporting_flag,medium,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-IL0320300-mazon",reconcile_before_apply,batches/batch_046.json,"Not credible enough to publish as a measured zero; packet-vocabulary verdict: structural_zero_treat_as_missing. This is the weakest of the flags in this batch - flag it, but the honest repair is 'unknown', not a confident number. EST2024=0 observed is not defensible. If a fill is required, the peer band for local_police pop <=1,000 (503.4/100k x 981 = 4.9) and the agency's only clean 12-month pre-transition year (2019 = 5) converge on ~5. Do NOT fill from the two nearest years (2022 = 1 on 2 NIBRS months, 2023 = 1) - those are the years under suspicion. Also: the 2020 CIUS row (3) is a larceny-stripped 6-row publication preferred over the SRS submission (11) - 2020 under-published by ~73% for this ORI.","Distinguished from Tower Lakes and Grand Ridge in this same batch by one mechanism-grounded test: has the agency ever filed a verified zero? Mazon's other zero years (2018, 2021) are both 0-month non-reports, so it has never demonstrated that it files zero-report months - its zeros are absences, not measurements. Tower Lakes (2019) and Grand Ridge (2018) each have a zero sitting on 12 reported Return-A months, which is why their 2024 zeros stand and this one does not. BLANK-AS-ZERO applies squarely: the CIUS 0 is published as 12 months on a Return-A record of ZERO submitted months, and the only completeness claim is a NIBRS batch header that cannot be distinguished from an administrative default. Against the agency's only clean pre-transition full year (2019 = 5) a zero is a ~0.7% outcome; the 2020 SRS record (11 on 8 months) puts the pre-transition level higher still. The counterargument is real and is why confidence is medium rather than high: for a 981-person village the current-regime level looks like lambda ~ 1 (2022 and 2023 both filed 1), under which a zero is a 37% outcome - but that low regime begins exactly at the ISP NIBRS transition that produced 0-month non-reports across this entire batch, so it is the thing in question rather than evidence for the zero.",1,x-IL0320300-mazon:genuine_zero_year(sol/medium)
b2-IL0900400-hopedale,published_zero,IL,IL0900400,5.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-IL0900400-hopedale",reconcile_before_apply,batches/batch_015.json,[raw:true_zero] 2024 is a genuine full-year zero.,"The 12-month NIBRS batch header confirms a real complete submission with zero Part-I offenses. The CIUS zero is not independent corroboration, but the NIBRS submission itself is sufficient; the population makes zero plausible.",1,x-IL0900400-hopedale:misread_missing(sol/high)
b2-KY0290100-burkesville,published_zero,KY,KY0290100,5.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-KY0290100-burkesville",reconcile_before_apply,batches/batch_015.json,2024 is a genuine full-year zero for the Burkesville municipal footprint.,"Despite positive full-year history, the decisive fact is a completed 12-month NIBRS submission with zero Part-I offenses. CIUS contains literal zeros and wins the ladder; trend or composition cannot override the real submission.",1,x-KY0290100-burkesville:misread_missing(sol/high)
c-KY0290100-burkesville,token_reporter,KY,KY0290100,5.0,sol,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-KY0290100-burkesville",reconcile_before_apply,batches/batch_046.json,Missing; 0 believable Return-A months; repair from recent valid history or missing-data model; do not uplift zero. EST2024=0 not defensible.,All-zero publication coincides with explicit 0-month SRS non-report; same coupling in 2019 while positive years had positive coverage.,1,x-KY0290100-burkesville:misread_missing(sol/high)
b2-LA0190100-clinton,published_zero,LA,LA0190100,5.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-LA0190100-clinton",reconcile_before_apply,batches/batch_015.json,[raw:true_zero] 2024 is a genuine full-year zero for Clinton.,"The decisive fact is the 12-month NIBRS batch header with all Part-I counts zero. The SRS 2-month zero cannot establish coverage, but the completed NIBRS submission does. The CIUS zero is usable as the preferred annual source.",1,x-LA0190100-clinton:token_reporting_flag(sol/high)
c-MN0110700-pillager,token_reporter,MN,MN0110700,5.0,sol,genuine_low_crime,medium,cross_class_same_ori_contradiction,"published_zero:misread_missing(opus,medium) via b2-MN0110700-pillager",reconcile_before_apply,batches/batch_046.json,Keep 0; EST2024=0 defensible.,NIBRS records 12 months in both 2023 and 2024; zero is reachable for a 524-person jurisdiction.,1,x-MN0110700-pillager:unclear_escalate(opus/medium)
c-TX1660300-thorndale,token_reporter,TX,TX1660300,5.0,opus,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-TX1660300-thorndale",reconcile_before_apply,batches/batch_047.json,"structural_zero_treat_as_missing. Mark 2024 unreported rather than zero. Recommended 2024 basis: own-history fill is licensed - 2022 is a real report inside the 2-year window and was clean (12 reported months in BOTH SRS and NIB, total 2). Anchors available: 2022 = 2 (most recent clean year), median of this agency's covered years 2018/2021/2022 = 8, peer band (1000,2500] at 702.6/100k on 1,399 gives ~9.8. Recommended fill ~8 (own covered-year median) with the imputation marked wide over 2-10, because the agency's own recent level and the peer expectation disagree by a factor of five. Pipeline EST2024 = 0 [observed x7] is NOT defensible. Also flag 2023 = 0 as the same defect - it is the same header-only structure - so an own-history fill must not be anchored on 2023.","This agency demonstrably records and submits incidents: 28 in 2018 (12 months in both lanes), 8 in 2021 (12-month NIB), and 2 in 2022 (12 months in both SRS and NIB). Then 2023 and 2024 are both exactly zero, and both are header-only years - SRS drops to 0 reported months in exactly the two years the count hits zero, while the last positive year, 2022, carried a full 12 Return-A months. The series 28 / 5 / 0 / 8 / 2 / 0 / 0 is not a decline with a slope; it is erratic in a way that tracks submission behaviour. Decisive internal precedent: 2020 is NIB 0 on 8 reported months, sitting between 5 in 2019 and 8 in 2021 - a town that logs 5 and 8 in adjacent years does not have eight consecutive months of literally nothing, so this agency has already produced one demonstrably spurious zero stretch. That makes the 2023-2024 zeros a repeat of a known failure mode rather than a new crime fact. Absolute plausibility: 1,399 residents, own baseline 18/yr, peer expectation ~9.8/yr, two consecutive years of exact zero across all seven streams. Composition gives no signal in 2024 (uniform zero), which is exactly why the header-only structure and the 2020 precedent have to carry the ruling.",1,x-TX1660300-thorndale:misread_missing(opus/high)
b2-KY0470400-west-point,published_zero,KY,KY0470400,4.5,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-KY0470400-west-point",reconcile_before_apply,batches/batch_016.json,[raw:true_zero] Accept the 2024 CIUS zero for all seven offenses; no partial-year adjustment.,"Despite higher prior counts, the decisive provenance is a complete 12-month NIBRS submission with zero offenses. The zero is absolutely plausible for this population and is not a blank-as-zero artifact.",1,x-KY0470400-west-point:genuine_zero_year(sol/medium)
b2-KS0050400-claflin,published_zero,KS,KS0050400,4.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,medium) via c-KS0050400-claflin",reconcile_before_apply,batches/batch_018.json,[raw:true_zero] 2024 is a genuine full-year zero.,"The full-year NIBRS batch header establishes twelve months of real reporting with zero offenses. Partial-year historical zeros cannot rescue or disprove it, and the population and reported level are plausible.",1,x-KS0050400-claflin:genuine_zero_year(sol/medium)
c-MI7859600-morrice,token_reporter,MI,MI7859600,4.0,sol,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(opus,high) via b2-MI7859600-morrice",reconcile_before_apply,batches/batch_049.json,0-month non-report so missing; zero cannot uplift; estimate ~3-4 from recent nonzero history with peers as guardrail. EST2024=0 not defensible.,"Return-A coverage declines alongside totals (9,9,7,5,7,3 then 0 months) culminating in an all-stream zero — the blank-as-zero pattern.",1,x-MI7859600-morrice:genuine_zero_year(opus/low)
b2-NJ0191600-ogdensburg,published_zero,NJ,NJ0191600,4.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-NJ0191600-ogdensburg",reconcile_before_apply,batches/batch_019.json,2024 is a genuine full-year zero.,"The 12-month NIBRS submission records zero, while the one-month SRS row is not the deciding lane. The sharp decline is not sufficient evidence of missingness; zero remains reachable for population 2307.",1,x-NJ0191600-ogdensburg:token_reporting_flag(sol/high)
c-IA0820500-blue-grass,token_reporter,IA,IA0820500,3.5,opus,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-IA0820500-blue-grass",reconcile_before_apply,batches/batch_051.json,"Packet vocabulary: structural_zero_treat_as_missing. Do not publish 0. Mark 2024 missing-not-zero — and 2023, which carries the identical signature (CIUS 0/12mo + NIB 0/12mo + SRS 0/0mo), in the same pass. Repair basis: own history. The only clean 12-month year is 2022 (NIB 7); the 2018-2021 11-month rows annualize to 25.1 / 15.3 / 2.2 / 12.0, median ~13. Recommended 2024 value ~11-13 with 7 as a floor; peer cross-check 702.6/100k x 1,693 = 11.9, consistent. EST2024 = 0 [observedx7] is NOT defensible. Pipeline note: an own-history fill run against the current panel will find 2023 inside the 'real report within 2 years' window and draw a zero from it, reproducing the artifact — a 12-month NIBRS all-zero must not satisfy that gate.","ABSOLUTE PLAUSIBILITY fails outright. This is a 1,693-person Scott County town in the Davenport/Quad Cities metro with its own PD and a demonstrated level of ~7-13 Part-I offences a year, of which ~6 are larcenies. At a Poisson mean of 7, P(0) = 9e-4; two consecutive zero years (2023 and 2024) is ~8e-7. There is no mechanism by which a metro-fringe town records zero thefts for 24 straight months having recorded six a year in its baseline. BLANK-AS-ZERO applies: the CIUS printed zero is not corroboration — it is the FBI's frozen Return-A master rendering the same NIBRS all-zero submission, and the whole 12-month completeness claim rests on the NIBRS batch header, with CIUS lane standing then stamping it tier-hi/weight-1.0 by assumption. COMPOSITION carries no signal (uniform zero across all seven streams), so it can neither rescue nor condemn the year — the level test does the work. The reporting-mechanism break is coincident with the zeros: SRS carried 10/10/1/8/5 months through 2018-2022 and drops to 0 months exactly when the value goes to zero. Uplift cannot rescue the 0-month SRS zero, so the year must be repaired as missing rather than annualised. ORI succession checked and ruled out: one ORI throughout, continuously on the roster, no twin, no lane change at a name/county break.",1,x-IA0820500-blue-grass:misread_missing(sol/high)
c-KS0050400-claflin,token_reporter,KS,KS0050400,3.5,sol,token_reporting_flag,medium,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-KS0050400-claflin",reconcile_before_apply,batches/batch_051.json,~1 believable SRS month; zero cannot uplift so set missing and repair from 2021-23 median ~3. EST2024=0 not defensible.,Publication assumes completeness while SRS shows 1 month; CIUS republishes the same submission.,1,x-KS0050400-claflin:genuine_zero_year(sol/medium)
b2-OK0230700-shattuck,published_zero,OK,OK0230700,3.5,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-OK0230700-shattuck",reconcile_before_apply,batches/batch_020.json,[raw:true_zero] Accept the zero as a genuine complete-year zero.,"The decisive fact is the 12-month NIBRS batch header with all seven Part-I counts zero. The agency submitted a complete year, so the zero is not BLANK-AS-ZERO or partial coverage.",1,x-OK0230700-shattuck:misread_missing(sol/high)
b2-IL0320300-mazon,published_zero,IL,IL0320300,3.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(opus,medium) via c-IL0320300-mazon",reconcile_before_apply,batches/batch_020.json,[raw:true_zero] 2024 is a genuine full-year zero.,The 2024 NIBRS batch header records 12 months with zero Part-I offenses. Partial-year issues in earlier years cannot invalidate this complete submission.,1,x-IL0320300-mazon:genuine_zero_year(sol/medium)
b2-KY1130200-sturgis,published_zero,KY,KY1130200,3.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-KY1130200-sturgis",reconcile_before_apply,batches/batch_021.json,[raw:true_zero] 2024 is a genuine full-year zero for the Sturgis municipal footprint.,"The decisive fact is a 12-month NIBRS batch header with zero Part-I counts. The CIUS zero is therefore backed by a real full-year submission; the SRS 0-month row is irrelevant. A zero is absolutely plausible for a population of 1,654.",1,x-KY1130200-sturgis:misread_missing(sol/high)
c-MN0230100-chatfield,token_reporter,MN,MN0230100,3.0,sol,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-MN0230100-chatfield",reconcile_before_apply,batches/batch_052.json,"Structurally missing; seek a Minnesota or local publication, else use a peer estimate ~28. EST2024=0 not defensible.","Repeated complete-looking totals of three or zero confined entirely to larceny are not plausible for ~3,000 residents; 2024 SRS covers 2 months.",1,x-MN0230100-chatfield:misread_missing(opus/medium)
c-MN0640700-walnut-grove,token_reporter,MN,MN0640700,3.0,sol,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-MN0640700-walnut-grove",reconcile_before_apply,batches/batch_052.json,"Structural zero, treat missing with 0 believable SRS months; model on the 2022 total of 4 and preceding 3-offence years. EST2024=0 not defensible.",SRS records zero submitted months in both 2023 and 2024; a 0-month zero contains no crime information.,1,x-MN0640700-walnut-grove:misread_missing(opus/medium)
c-OK0241500-lahoma,token_reporter,OK,OK0241500,3.0,sol,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-OK0241500-lahoma",reconcile_before_apply,batches/batch_053.json,"Only 2 months believable and those contain zero offences, so annualization cannot repair it; treat missing and estimate from verified positive history plus comparable agencies. EST2024=0 not defensible.","BLANK-AS-ZERO: CIUS has no period field, SRS records only two months, and two consecutive zeros conflict with a baseline near six.",1,x-OK0241500-lahoma:misread_missing(opus/high)
c-TX2101600-tenaha,token_reporter,TX,TX2101600,3.0,opus,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-TX2101600-tenaha",reconcile_before_apply,batches/batch_054.json,"Sub-verdict: structural_zero_treat_as_missing, for 2022, 2023 AND 2024 — all three are CIUS 0 at assumed-12mo over an SRS record of 0 reported months. EST2024 = 0 observed is NOT defensible; it currently publishes a three-year false zero onto Census place 4872188 ('Tenaha town') at weight 1. Repair: the own-history fill rule blocks the better estimator here. The last real report is 2021 (3 on a 12-month NIBRS year), three years back, so the 'real report within 2 years' rule forces a peer fill of ~7/yr (702.6/100k x 1,021) even though the agency's own trajectory (13, 6, 3) points to ~3-6. Either beats 0. My recommendation is to relax the window when the only alternative is a peer fill that overshoots the agency's own last observed level, and to record the fill as ~4-7 with a low-confidence flag. Secondary data-quality note: the agency record carries plc<NA> yet the crosswalk assigns place 4872188 exclusively at weight 1 by 'first_pass' — the place binding for this ORI is unverified.","Tenaha is a US-59/I-69 corridor town of ~1,021 with its own PD, and the series is a textbook reporting wind-down rather than a crime wind-down: totals 13, 6, 3, 0, 0, 0 while the Return-A months run 8, 5, 4, 0, 0, 0 in perfect lockstep. Three consecutive years in which not one month of data reaches the Return-A record, against a baseline of 7.3/yr, is non-submission. The NIBRS 12-month header for 2022-2024 cannot certify the zero: on a zero total the header cannot distinguish 12 crime-free months from 12 zero-report compliance batches, and the agency's own positive history decides between them. Absolute plausibility rules out the alternative independently — zero Part-I offences across all seven streams for three straight years in a highway town that logged 13 in 2019 is not a reachable outcome. One honest caveat that does not change the ruling: from 2021 onward no agency submits Return-A, so an SRS 0/0mo on a zero total may be a mechanical artifact of back-conversion having nothing to convert. That means SRS months=0 must not be used as a standalone rule for zero-total NIBRS years; here the ruling rests on own-history contradiction and absolute plausibility, not on the months field.",1,x-TX2101600-tenaha:misread_missing(sol/high)
c-KY0900200-bloomfield,token_reporter,KY,KY0900200,2.5,sol,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-KY0900200-bloomfield",reconcile_before_apply,batches/batch_054.json,"1 believable month; 0x12/1 still 0, so treat missing and estimate from validated pre-collapse history plus peers. EST2024=0 not defensible.",Publication's 12-month status is unsupported by its own metadata while SRS identifies one submitted month; three consecutive all-stream zeros.,1,x-KY0900200-bloomfield:token_reporting_flag(sol/medium)
b2-ME0151700-milbridge,published_zero,ME,ME0151700,2.5,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-ME0151700-milbridge",reconcile_before_apply,batches/batch_025.json,[raw:true_zero] 2024 is a genuine full-year zero for Milbridge.,"The decisive fact is the 12-month NIBRS batch header reporting zero Part-I counts. The SRS 0-month row is a non-report, while the full-year NIBRS submission supports retaining the CIUS annual zero.",1,x-ME0151700-milbridge:misread_missing(sol/high)
c-AL0060300-clio,token_reporter,AL,AL0060300,2.0,opus,token_reporting_flag,medium,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-AL0060300-clio",reconcile_before_apply,batches/batch_055.json,"Do not publish 2024 as an observed complete-year zero for AL0060300. The only lane carrying the 'complete 12-month' label is the CIUS row, and per the packet's own artifact note the months_reported=12 / tier-high / weight-1.0 on any CIUS row is assigned by pipeline ASSUMPTION, not measured — while the underlying Return-A submission record for 2024 is 0 reported months, the exact shape of Clio's acknowledged 2020 and 2021 non-report years. CIUS is the Return-A master frozen at publication, so it cannot corroborate the submission it is derived from. That is the BLANK-AS-ZERO artifact precisely: a publication zero standing on a 0-month submission, selected by 'publication_lane_standing'. Recommended handling: mark 2024 not-observed for this ORI and fill from own history. The last real report is 2023 (4 offenses on 9 NIBRS months, ~5.3 annualized), inside the 2-year window the landed rule batch requires, and 2019 — the agency's only clean full year in seven — is 2. A defensible 2024 value sits in the 2-5 range, i.e. roughly 170-420 per 100k on FBIpop 1,194, still well under half the 702.6 peer-band median. The pipeline's current EST2024 = 0 [observed x7] is NOT a defensible repair: it inherits its completeness entirely from the fabricated CIUS 12-month label, and because it is published as complete it receives no uplift and lands as a hard national-floor zero on an exclusive w=1 footprint (Clio city, place 0115640). RESIDUAL THAT COULD FLIP THIS: the 2024 NIB row at 12 months. Pe","I deliberately discounted both screen arms, because both are weak here. The own-history arm fired on median 2 -> 0, which is a two-count difference and pure noise in a Poisson process at this level; and on ABSOLUTE PLAUSIBILITY a true zero IS a reachable outcome for a 1,194-person town whose own best full year was 2 offenses (P(0) under Poisson(2) is about 13%). The peer arm indicts Clio's entire seven-year record rather than 2024 specifically — even its best year, 2 offenses at ~167 per 100k, sits at roughly 24% of the 702.6 peer median, so peer collapse is not news about this year. What decides it is provenance, not level: the completeness claim that makes this a standing observed zero is manufactured by the pipeline on a lane that is derived from a 0-month submission, and an agency with exactly one clean full-year submission in seven years (2018 1/2mo, 2019 2/12mo, 2020 0/0mo, 2021 0/0mo, 2022 1/1mo, 2023 4/9mo) is nowhere near established as a reliable zero-reporter. Absolute plausibility says 0 is reachable; source provenance says 0 is not established. Flag rather than publish. I am at medium rather than high because the NIBRS 12-month header is a genuine counter-fact I cannot resolve from this packet, and it is the one thing that would make this a real zero.",1,x-AL0060300-clio:misread_missing(sol/high)
b2-IL0750400-pleasant-hill,published_zero,IL,IL0750400,2.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(opus,high) via c-IL0750400-pleasant-hill",reconcile_before_apply,batches/batch_028.json,[raw:true_zero] 2024 is a genuine zero-year; retain 0 for all seven offenses.,The 2024 NIBRS batch header reports 12 months and zero Part-I offenses. The sharp historical composition changes are not sufficient to reject a verified full-year submission.,1,x-IL0750400-pleasant-hill:misread_missing(opus/high)
c-MN0250400-kenyon,token_reporter,MN,MN0250400,2.0,sol,token_reporting_flag,high,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-MN0250400-kenyon",reconcile_before_apply,batches/batch_057.json,"Structurally missing; prefer validated state/local data, else peer estimate ~13 with the 2020-21 average 4.5 as a lower bound. EST2024=0 not defensible.","Three consecutive all-stream zeros at pop ~1,874 after positive full years, with SRS submitting zero months throughout the zero run.",1,x-MN0250400-kenyon:misread_missing(opus/high)
b2-MN0640700-walnut-grove,published_zero,MN,MN0640700,2.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-MN0640700-walnut-grove",reconcile_before_apply,batches/batch_030.json,[raw:true_zero] 2024 is a genuine full-year zero.,"The decisive fact is the 12-month NIBRS batch header with zero Part-I counts. The 0-month SRS record is a non-report, but it does not invalidate the complete NIBRS zero.",1,x-MN0640700-walnut-grove:misread_missing(opus/medium)
b2-OK0241500-lahoma,published_zero,OK,OK0241500,2.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-OK0241500-lahoma",reconcile_before_apply,batches/batch_032.json,[raw:true_zero] Accept the zero as a genuine complete-year zero.,"The decisive fact is the 12-month NIBRS batch header with all seven Part-I counts zero. The full-year NIBRS submission establishes genuine zero coverage, while the 2-month SRS lane is not independent corroboration.",1,x-OK0241500-lahoma:misread_missing(opus/high)
b2-TX1660300-thorndale,published_zero,TX,TX1660300,2.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(opus,high) via c-TX1660300-thorndale",reconcile_before_apply,batches/batch_033.json,[raw:true_zero] Accept the 2024 CIUS zero as a genuine full-year zero.,"The 12-month NIBRS batch header confirms full-year reporting with zero Part-I offenses. Prior variation, including positive years, is not evidence of a publication gap; zero is reachable for a population of 1,399.",1,x-TX1660300-thorndale:misread_missing(opus/high)
b2-MN0230100-chatfield,published_zero,MN,MN0230100,1.5,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-MN0230100-chatfield",reconcile_before_apply,batches/batch_034.json,[raw:true_zero] Keep 2024 as zero for all seven offenses.,"A full-year NIBRS submission reports zero Part-I-equivalent offenses, which is decisive over the two-month SRS record and prior positive years.",1,x-MN0230100-chatfield:misread_missing(opus/medium)
b2-MN0280100-caledonia,published_zero,MN,MN0280100,1.5,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(sol,high) via c-MN0280100-caledonia",reconcile_before_apply,batches/batch_034.json,[raw:true_zero] Keep 2024 as zero for all seven offenses.,The completed NIBRS batch reports twelve months and zero offenses. Declining historical counts and flagged footprint review do not establish a publication gap.,1,x-MN0280100-caledonia:misread_missing(opus/high)
b2-IA0060400-urbana,published_zero,IA,IA0060400,1.0,luna,genuine_zero_year,high,cross_class_same_ori_contradiction,"token_reporter:token_reporting_flag(opus,medium) via c-IA0060400-urbana",reconcile_before_apply,batches/batch_035.json,2024 CIUS zero is usable as a true zero.,"Despite roster absence, the 2024 NIBRS batch header records 12 months with all seven offenses at zero; no supersession or footprint conflict is provided.",1,x-IA0060400-urbana:unclear_escalate(opus/medium)
c-IA0060400-urbana,token_reporter,IA,IA0060400,1.0,opus,token_reporting_flag,medium,cross_class_same_ori_contradiction,"published_zero:genuine_zero_year(luna,high) via b2-IA0060400-urbana",reconcile_before_apply,batches/batch_061.json,"structural_zero_treat_as_missing — this is the stronger sub-verdict, not a partial year. EST2024=0 (observed) is NOT a defensible repair and is the most damaging error shape in the batch: a published hard zero drives the Urbana city polygon (place 1979905, w=1 exclusive) to the floor of any block-group risk index. Do not fill from own history — the entire own record is a single larceny in 2023. Route the footprint through benchmark-constrained imputation for silent-agency territory: the (1000,2500] local_police peer median of 702.6/100k on population 1,649 gives ~11-12 offenses. Uplift cannot rescue this row (0 x anything = 0), so partial-year treatment is arithmetically useless here.","The controlling fact is roster absence: this ORI is NOT on the FBI's own CDE 2024 agency roster, yet CIUS and NIB both carry 12-month 2024 rows. The FBI's own list of 2024 reporting agencies does not contain it, which contradicts the 12-month labels and marks the row as a carried shell rather than an active submission. ABSOLUTE PLAUSIBILITY then settles it: 0 Part-I offenses for 1,649 residents with a police agency is not a reachable outcome — expected is ~11-12 at peer rates, and even the quietest towns of that size record larcenies. The whole-series record is one offense across five years (2020-2022 at zero SRS months, i.e. nothing submitted at all; 2023 at 1). The CIUS 12-month label is the BLANK-AS-ZERO shape exactly — a full-year publication sitting on a 0-month Return-A record — and CIUS cannot corroborate the NIBRS row because it IS the Return-A master file frozen at publication, the same submission counted twice. Most likely ground truth is that Benton County SO does the actual policing and its counts crosswalk to the Iowa nonmunicipal remainder, leaving the Urbana polygon uncovered; the recommended repair is robust to whether that or a plain reporting stop is the cause.",1,x-IA0060400-urbana:unclear_escalate(opus/medium)
