case_id,state,oris,provenance_kind,verdict,downstream_action,believable_months,arm,confidence,mass_hint,replicate_conflict,needs_review,detail,cleanup_pass,cleanup_reason,original_class,residue_pass,merged_from,final_pass,final_reason
r-KY0470400-west-point,KY,KY0470400,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,4.5,0,0,"2024 goes MISSING and fillable; do not carry observed 0x7. Fill at approximately 10 Part-I offences, anchored on the last demonstrably full-coverage span 2018-2021 (NIB 12-month years totalling 10, 7, 14, 9; mean 10.0, median 9.5), distributed on the baseline composition vector (larceny ~5.8, MVT ~2.5, burglary ~1.0, agg assault ~0.5, robbery ~0.2, murder 0, rape 0). Explicitly reject both laundered candidates: the CIUS-lane median of 4.5 -- which is this case's mass_hint, i.e. the fill machinery's current default -- and the 2021-2023 median of 2. Both average in the degraded 2022-2023 tail. The 2022 'collapse to 2' is an exposure artefact, not a decline: 2 offences on 2 Return-A filed months annualizes to ~12/yr, right at the 2018-2021 level, which removes the declining-trend story entirely. Adjacent item the repair should not leave behind: 2023 is the identical construction (0 total on 0 SRS filed months behind the same constant NIB 12 header) and should be re-opened on the same grounds, otherwise a 2024 fill gets validated against a 2023 zero that is itself unmeasured.",,qc_flagged_for_reread,published_zero+token_reporter,residue_ruling,x-KY0470400-west-point,retained_pre_final,
r-NY0502900-wayland-village,NY,NY0502900,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,4.5,1,1,"MISSING + fill ≈3.5-4.5. Anchors: the DCJS series for this agency (2022:4, 2023:5 → median 4.5) and the exposure-weighted FBI rate (6 offences / 21 filed months = 0.29/month → 3.4/yr); the best-covered FBI year (2018, 11 filed months) is 2. Do not use the peer band — 702.6/100k × 1,769 = 12.4/yr is ~3x anything this village has ever recorded and would fabricate more than the zero deletes. Imputed tier, and the 2019 (0 on 4 months), 2021 and 2023 (0 filed months) zeros should not enter the base either. What would settle it outright, and is the record I would want for all three NY villages here: DCJS's per-agency months-reported / incomplete-reporter footnote for 2024 — the state lane's missing period field is the whole ambiguity.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-NY0502900-wayland-village;c-NY0502900-wayland-village,retained_pre_final,
b2-IL0167E00-oakton-community-college,IL,IL0167E00,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,4.0,0,0,Carry 0 as an observed 12-month value.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0603800-grantfork,IL,IL0603800,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,4.0,0,0,Carry 0 as an observed 12-month value.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-NC0101000-caswell-beach,NC,NC0101000,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,4.0,0,0,Carry 0 as an observed 12-month value.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
r-NY0192200-coxsackie-village,NY,NY0192200,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,4.0,1,1,"MISSING + fill ≈4 (range 1-5). Anchors: the only 12-filed-month year on record (2019) is 1; the SPUB series 2021-23 is 4/6/1 (median 4); exposure-weighted FBI rate is 13 offences / 30 filed months = 0.43/month → 5.2/yr. Take ~4 at an imputed tier. Do NOT peer-fill: 929.7/100k × 2,821 = ~26/yr is roughly 6x the most this agency has ever recorded, so a band fill would fabricate far more than the zero deletes. Exclude the 2021 zero-month SRS zero and the 2024 zero from the base. Settled by the same missing record as the other NY villages: DCJS's months-reported field for 2024.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-NY0192200-coxsackie-village;c-NY0192200-coxsackie-village,retained_pre_final,
x-IL0870600-cowden,IL,IL0870600,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,4.0,0,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is BLOCKED (last real positive report 2021, outside the 2-year recency window), so the repair must come from the peer path for local_police in band (0,1000]: ~2-3 offences at pop 497 (503.4 per 100k implies 2.5), floored at the agency's own demonstrated 1-5/yr rather than taken from a larger-agency rate. 2022 (NIB 0 on 7mo) and 2023 (CIUS/NIB 0 at 12mo) carry the same all-zero signature and belong in the same treatment. Footprint unchanged: place 1717055 ""Cowden village"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KS0050400-claflin,KS,KS0050400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,4.0,0,0,carry as observed,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KS0160300-lebo,KS,KS0160300,cleanup_merged_packet,genuine_zero_year,retain_zero,1,opus,medium,4.0,0,0,"Carry 0 as observed for 2024; no fill, no uplift. Correct one thing in the panel's run count: 2023 (NIB 0 on 1 reported month) is a non-report, not a zero year, so the terminal substantive zero run here is 1 year, not 2. Footprint unchanged: place 2039125 ""Lebo city"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-NJ0191600-ogdensburg,NJ,NJ0191600,cleanup_merged_packet,token_reporting_flag,partial_year_uplift,1,sol,high,4.0,0,0,1 believable month,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-IL0169F00-morton-college,IL,IL0169F00,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,3.5,0,0,Carry 0 as an observed 12-month value.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
x-OK0230700-shattuck,OK,OK0230700,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,3.5,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX0910100-collinsville,TX,TX0910100,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,3.5,0,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is available and in-window (2023 is a real 12-month report): carry ~3-4 Part-I offences (full-coverage years 2019-2023 = 3, 3, 5, 4, 3; 2021-2023 median 4), with baseline composition rape 0.6 / agg assault 1 / burglary 1.8 / larceny 2.2 / MVT 0.6. The repair leaves the town at ~170 per 100k against a 702.6 peer median, so it does not overshoot. Footprint unchanged: place 4816036 ""Collinsville town"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-AL0540500-pickensville,AL,AL0540500,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,3.0,0,0,Carry 0 as an observed 12-month value.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0570800-colfax,IL,IL0570800,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,3.0,0,0,Carry 0 as an observed 12-month value.,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MA0082000-worthington,MA,MA0082000,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,3.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill. Reclassify the c1 screen hit as a false positive at this scale.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0150200-clearbrook,MN,MN0150200,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,3.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0650600-buffalo-lake,MN,MN0650600,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,3.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0080900-cement,OK,OK0080900,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,3.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-OK0221100-seiling,OK,OK0221100,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,3.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-TX1390400-paris-junior-college,TX,TX1390400,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,3.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill. Note the footprint is the Texas statewide overlap layer, so any fabricated fill would smear invented crime across the whole state.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
r-NY0353600-tuxedo-park-village,NY,NY0353600,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,3.0,1,1,"MISSING + fill ≈3-5. Anchor on the last demonstrably full-coverage year (2023: 3 offences on 12 filed months, independently corroborated at 3 by SPUB), with 2018 (11 on 12 filed months) as the upper bound and the exposure-weighted rate (16 offences / 29 filed months = 0.55/month → 6.6/yr) in between; carry ~3-5 at an imputed tier. Also mark the 2020 and 2022 zeros as non-reports rather than data (both 0 filed months, no state row; CIUS printed the 2022 one as a 12-month zero) — leaving them in the panel is what will launder every future base rate for this ORI. Caveat stated plainly: absolute plausibility is the weakest of the batch here — a 639-person gated village at ~3/yr has roughly a 5% chance of a genuinely crime-free year — so the fill should stay conservative and flagged imputed, and DCJS's 2024 months-reported footnote would settle the case outright.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-NY0353600-tuxedo-park-village;c-NY0353600-tuxedo-park-village,retained_pre_final,
x-IL0320300-mazon,IL,IL0320300,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,3.0,0,0,carry as observed,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY1130200-sturgis,KY,KY1130200,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,3.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-KY0860300-fountain-run,KY,KY0860300,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,2.5,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MA0080600-goshen,MA,MA0080600,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,2.5,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
r-PA0580300-lanesboro,PA,PA0580300,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,2.5,0,0,"2024 goes MISSING and fillable — and 2020, 2021, 2022 and 2023 must be flagged MISSING on the identical basis; the CIUS printed 0 for 2023 sits on the same 0-month submission record as 2024. ZERO believable months in any of the five years. REJECT mass_hint 2.5: the CIUS-lane median {2018:5, 2023:0} averages one real year against a 0-month non-report year — own-history laundering. Fill anchored on the only years with real coverage: 2019 (2 on 11 filed months → ~2.2/yr) and 2018 (CIUS 5, itself on a 7-month submission); the peer band independently agrees (503.4/100k x 492 → ~2.5/yr), so ~2-2.5/yr, composition agg assault ~4, burglary ~1 (thin). CONDITIONAL ON SUCCESSION: fill only if no live ORI covers the Lanesboro borough footprint (cousub 4211541336). PA boroughs of this size are commonly policed by PA State Police after disbanding a local PD, and the packet's own landed rule holds that a dead ORI whose weight-1.0 footprint is covered by a live ORI is superseded and never filled — filling here on top of a PSP troop that already reports the borough would double-count.",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0580300-lanesboro;c-PA0580300-lanesboro,retained_pre_final,
r-PA0640300-waymart,PA,PA0640300,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,2.5,0,0,"2024 must go MISSING, not 0. Zero months were filed in the only submission lane (SRS 0mo, total 0) and there is no NIBRS row, so the CIUS '12 months' is a pipeline default and the printed zero row is the frozen Return-A master file's empty row for an agency that submitted nothing; CIUS is not independent corroboration (99.88% cell agreement with the master file). Uplift is void (0 x 12/0). FILL BASIS: own history cannot carry it. The last filed month is 2019, so the fill is outside the 2-year real-report rule, and 2020-2023 are all 0-filed-month non-reports -- the pipeline's hist_median of 2.5 and the '5 consecutive zero years' are both laundered from a degraded tail. Anchor on the peer band: local_police, FBIpop 1,287, in-band peer median 702.6/100k -> ~9 Part-I offences, larceny-dominant composition. That anchor is corroborated by the last substantially covered year: 2018 = 5 offences on 7 filed months = 8.6/yr = 678/100k, statistically indistinguishable from the 702.6/100k peer median, i.e. Waymart looked like an ordinary in-band peer while it was still filing. Pooling all filed exposure 2018-2023 (6 offences over 17 filed months = 4.2/yr) is the conservative floor, so the defen",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0640300-waymart;c-PA0640300-waymart,retained_pre_final,
x-IL0790900-ruma,IL,IL0790900,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,2.5,0,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is BLOCKED (last positive 2021, outside the 2-year window), so route place 1766287 to the peer / silent-agency path for band (0,1000]: ~1.5-2 offences at pop 309 (503.4 per 100k implies 1.6), which also sits at the floor of the agency's own demonstrated 2-4/yr rather than at its 3/yr baseline. 2022 and 2023 carry the identical signature and belong in the same treatment. Footprint unchanged: place 1766287 ""Ruma village"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-ME0151700-milbridge,ME,ME0151700,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,2.5,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-MN0470200-eden-valley,MN,MN0470200,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,2.5,0,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is available and in-window (2023 is a real 12-month report): carry ~4 Part-I offences (complete years 2021-2023 = 2, 9, 4; median 4), composition agg assault ~1.7 / larceny ~3.3. Record explicitly that 2018's published zero must NOT be used as evidence this agency produces genuine zero years - the packet itself flags it as blank-as-zero (a CIUS 12-month label sitting on a 2-month Return-A record). Footprint unchanged: place 2718134 ""Eden Valley city"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-GA1290200-leslie,GA,GA1290200,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,2.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill — but flag this ORI for re-review on the 2025 panel: a third consecutive zero would make it structural non-reporting.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-GA1550500-dalton-state-college,GA,GA1550500,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,2.0,0,0,"Carry 0 as observed for all seven offences, 12 months, no fill. Note the footprint is the Georgia statewide overlap layer, so a fabricated fill would smear invented crime across the whole state.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0570700-danvers,IL,IL0570700,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,2.0,0,0,missing and fillable,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0450400-south-shore,KY,KY0450400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,2.0,0,0,carry 0 as observed,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0710400-lewisburg,KY,KY0710400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,2.0,0,0,carry 0 as observed,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-KY0930300-pewee-valley,KY,KY0930300,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,2.0,0,0,missing and fillable,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MA0070400-chester,MA,MA0070400,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,medium,2.0,0,0,missing and fillable,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MN0800400-menahga,MN,MN0800400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,2.0,0,0,carry 0 as observed,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MO0241000-oakview-village,MO,MO0241000,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,2.0,0,0,carry 0 as observed,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-NH0084000-new-castle,NH,NH0084000,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,2.0,0,0,carry 0 as observed,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
r-NY0492000-interlaken-village,NY,NY0492000,residue_merged_packet,misread_missing,treat_missing_repair,1,opus,high,2.0,0,0,"2024 must go MISSING, not 0. One filed month (SRS 1mo, total 0) sits behind three lane rows all labelled 12 months (CIUS, SPUB, both by pipeline assumption). One month cannot measure a year, and the zero cannot be uplifted (0 x 12 = 0), so treating it as a 1-month partial republishes the same zero. SPUB is not corroboration here: it survived _drop_state_publication_non_reports only because the FBI lane shows a positive month count, and that positive count is the single token month. FILL BASIS: 2023 is the one demonstrably full-coverage year (SRS 12 filed months, total 3, all larceny; 479/100k) and it is inside the 2-year real-report rule -> carry ~3, all larceny. Independently, the in-band peer median (503.4/100k x 626 = 3.2) lands on the same number, and pooled filed exposure 2018-2023 (4 offences over 26 filed months = 1.9/yr) is the floor; bracket 2-3, prefer 3. Do NOT use the pipeline's own-history median of 1: it is built from 2018 (0 on 5 filed months, a partial-year zero) and 2022 (1 on 2 filed months, a token year published as complete).",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-NY0492000-interlaken-village;c-NY0492000-interlaken-village,retained_pre_final,
r-PA0211000-shiremanstown,PA,PA0211000,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,2.0,0,0,"2024 must go MISSING, not 0. One filed month (SRS 1mo, total 0) behind a CIUS 12-month label; uplift of the zero is arithmetically void. This is the batch's clearest case of a false zero deleting real crime: the population floor fires (FBIpop 1,652 > 1,500) and the ORI carries 17 Part-I offences over 21 filed months in 2018-2023. FILL BASIS: anchor on 2019, the only near-full-coverage year (8 offences on 11 filed months -> 8.7/yr, 538/100k). It is corroborated from two directions -- pooled filed exposure 2018-2023 gives 9.7/yr, and the in-band peer median gives 702.6/100k x 1,652 = 11.6. Carry ~10 (bracket 9-12), composition as in 2019: larceny ~5-6 plus roughly one each of aggravated assault, burglary and motor vehicle theft. Do NOT use the pipeline's own-history median of 2: it comes from the 2018 CIUS row, which itself sits on only 3 filed months, while 2021 and 2022 are 0-filed-month non-reports carrying no level information at all.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0211000-shiremanstown;c-PA0211000-shiremanstown,retained_pre_final,
r-PA0600600-new-berlin,PA,PA0600600,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,2.0,0,0,"2024 must go MISSING, not 0. Two filed months (SRS 2mo, total 0) behind a CIUS 12-month label. At this agency's own measured level the expected count over two months is about 0.35, so a zero across those two months is uninformative, and uplift cannot rescue it (0 x 6 = 0). FILL BASIS: this is the cleanest own-history fill in the batch -- 2022 and 2023 are both demonstrably full 12-month SRS years at 2 offences each, and 2023 satisfies the 2-year real-report rule. Carry 2, with the 2018/2022/2023 baseline composition (larceny ~1.3, aggravated assault ~0.3, burglary ~0.3). Pooled filed exposure 2018-2023 (7 offences over 40 filed months = 2.1/yr) confirms it. Do NOT override this with the in-band peer median (503.4/100k x 782 = 3.9): two adjacent full-coverage years of the agency's own record beat a band median, and the agency's larceny-dominant mix is the normal small-borough shape, so nothing suggests hidden streams. Do not read 2020-2021 as zero years either -- both are 0-filed-month non-reports.",,both_reject_DIFFERENT_repair,published_zero+token_reporter,residue_ruling,b2-PA0600600-new-berlin;c-PA0600600-new-berlin,retained_pre_final,
x-IL0750400-pleasant-hill,IL,IL0750400,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,high,2.0,0,0,"2024 must not stand as a measured zero: set the agency-year MISSING and fillable, and treat the 2021-2023 all-zero run the same way. Own-history fill is barred (last real positive is 2019, outside the 2-year window), so the fill has to come from the peer band: local_police, pop band (0,1000], median 503.4/100k on FBIpop 903 = ~4-5 Part-I offences, which is conservative against this agency's own 2018 level of 24. Token/partial is not available: the year has no positive content and uplift of a zero returns zero (2024 SRS is 0 on 0 months).",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0920400-centertown,KY,KY0920400,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,2.0,0,0,"Missing and fillable; the 2024 CIUS/NIB rows must not stand as an observation. Own-history fill is available and in-window (2022 and 2023 are both real 12-month years at 2 offences, SRS and NIB agreeing): carry ~2 Part-I offences, composition burglary 0.7 / larceny 1 / MVT 0.3. Route separately to Stage-2 ORI-status/succession review: if KY0920400 was inactive or dissolved for 2024 then place 2113870 (""Centertown city"", w=1 exclusive to this ORI alone) has no live agency and needs successor coverage (Ohio County SO) rather than either a hard zero or an own-history fill.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-MN0640700-walnut-grove,MN,MN0640700,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,2.0,0,0,"Set 2024 MISSING and fillable, and 2023 with it (identical defect). Own-history fill is permitted here (2022 is inside the 2-year window) and is defensible: the agency's three full-year records are 3, 3, 4, so ~3 offences, which coincides with the peer-band rate for the polygon (503.4/100k x 732 = 3.7) - no peer fill needed. Token/partial is not available: no positive content in 2024, and uplift of a zero returns zero.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-OK0120300-boswell,OK,OK0120300,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,2.0,0,0,"Carry 0 as observed for 2024; no fill, no uplift. Flag for the record that the 2019-2020 level (9, 13) is stale and belongs to a 15%-larger recorded population (687 vs 583) - it must not be used as a fill baseline if this year is ever revisited, and it is what makes the own-history arm fire. Footprint unchanged: place 4007750 ""Boswell town"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-OK0241500-lahoma,OK,OK0241500,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,high,2.0,0,0,"Set 2024 MISSING and fillable, and 2023 with it. Own-history fill is permitted (2022 is inside the 2-year window) and lands at ~3; the agency's own five-year mean is 5.4 and the peer-band rate is 503.4/100k x 522 = 2.6, so a fill in the 3-5 range is defensible from this packet. Token/partial is vacuous: the 2024 SRS row carries 2 months with no content and the NIBRS header carries 12 months with no content, so there are no believable months to preserve and uplift of a zero returns zero.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX1660300-thorndale,TX,TX1660300,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,high,2.0,0,0,"Set 2024 MISSING and fillable, and 2023 with it. Note the fill source matters: own-history inside the 2-year window reaches only the already-degraded 2022 value (2 offences), which would carry the collapse forward. The agency's real full-year baseline is 18/yr (2018: 28 at 12 months, corroborated in CIUS, NIB and 11-month SRS; 2021: 8 at 12 NIBRS months) and the peer band gives 702.6/100k x 1,399 = ~10, so a fill in the 8-18 range is what this packet supports. Token/partial is not available: no positive content, and uplift of a zero returns zero.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-KY0451000-bellefonte,KY,KY0451000,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,1.5,0,0,carry 0 as observed,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-MI6461200-new-era,MI,MI6461200,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,high,1.5,0,0,carry 0 as observed,cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
x-MN0230100-chatfield,MN,MN0230100,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,1.5,0,0,"Set 2024 MISSING and fillable, and 2023 with it. Own-history fill is technically permitted (2022 is inside the 2-year window) but reproduces the defect: this ORI's own 2020-2024 record averages ~2 offences a year, i.e. about 60/100k for a city of 2,991, roughly 6% of its population band's median (929.7/100k). The defensible fill source is the peer band (929.7/100k x 2,991 = ~28), not this ORI's own suppressed history. Token/partial is not available: no positive content, and the 2-month 2024 SRS row multiplies to zero.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-MN0280100-caledonia,MN,MN0280100,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,high,1.5,0,0,"Set 2024 MISSING and fillable; the whole 2020-2024 run carries the same defect and should go with it. Own-history fill is barred (last positive is 2019, outside the 2-year window) and would be unusable anyway - the 2018 and 2019 '3 offences' are 12-month CIUS labels sitting on 3-month and 10-month/4-month submission records. Peer band is the only defensible source: 929.7/100k x 2,775 = ~26 offences. Token/partial is not available: no positive content, and 2021-2024 SRS are zeros on 0 months.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
b2-AR0030500-norfork,AR,AR0030500,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,high,1.0,0,0,"Carry 0 as observed for 2024 (all seven offences), no fill, no partial-year treatment. No change to the municipal:place:0550000 footprint.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-GA0471100-albany-technical-college,GA,GA0471100,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,1.0,0,0,"Carry 0 as observed for 2024, no fill. Note that no defensible repair value exists anyway: FBI population served is 0/null for every year, so no peer-rate fill can be formed, and the last positive is 2019 (outside the 2-year own-history fill rule).",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0493300-tower-lakes,IL,IL0493300,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,1.0,0,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:1775874 footprint.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,retained_pre_final,
b2-IL0501600-tonica,IL,IL0501600,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,opus,medium,1.0,0,1,"Do not settle from this packet. What would resolve it: (a) the Illinois State Police ILUCR published agency-level 2024 table for Tonica (an independent state-publication lane the panel does not currently carry for IL), or (b) the all-offence-type incident count in Tonica's twelve 2024 NIBRS monthly batches — any non-Part-I incident proves the RMS was live and the Part-I zero is genuine; twelve literally empty batches prove an automated zero-filer. Until then the 2024 published zero should be held out of the observed lane rather than either carried as measured or filled.",cleanup_ruling,structural_plausibility_residue,published_zero,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
