case_id,case_class,subclass,state,n_oris,oris,mass_hint,arm,verdict,confidence,source,source_batch,agent,n_replicates,replicate_conflict,replicate_verdicts,verdict_raw,detail,rationale,packet_file,cleanup_pass,active,superseded_by,cleanup_reason,original_class,residue_pass,residue_reason,merged_from,final_pass,final_reason,oris_scope
c-PA0101900-saxonburg,token_reporter,c,PA,1,PA0101900,-2.0,opus,token_reporting_flag,high,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: token_report_treat_as_partial. Believable months: 2. The 2024 record is SRS 2 offences on 2 reported months, republished by CIUS as a 12-month total of 2. Multi-lane warning answered: no larger submission was discarded — CIUS 2 and SRS 2 are the same count; the ladder discarded months_reported=2. Honest uplift is 2 x 12/2 = 12, and that lands right on the only substantive evidence of this agency's level: 2020, 10 offences on 8 months, annualised 15. EST2024 = 'observed 2' is NOT defensible — it publishes a 2-month count as a year, a 6x understatement. Recommend 12 via true_partial_month_ratio (12/1,372 = 875 per 100k, above the 702.6 peer median, so the uplift is not producing an implausible level), cross-checked against the 2020-annualised 15. Also correct the record for the screen: the claim 'own 2018-2023 full-year median is 0 / never published a positive full year' is itself an artifact — 2018's CIUS 0/12mo sits on a 1-month SRS submission, so the agency has no genuine full-year zero either; it has no genuine full year at all.","A 2-month base is thin, but it is a positive base with a non-zero count, so uplift is legitimate here in a way it is not for the 0-month and 1-month zeros elsewhere in this batch, and it converges independently with the 2020 8-month annualisation. The flag itself is arithmetic, not judgement: 2 months is not 12.",batches/batch_087.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0102900-harrisville,token_reporter,c,PA,1,PA0102900,0.0,opus,token_reporting_flag,high,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: structural_zero_treat_as_missing (uplift impossible). Believable months: 1, containing zero offences — which carries almost no information about the other 11. This is the named BLANK-AS-ZERO artifact: a printed CIUS zero labelled 12 months on a 1-month Return-A submission, and 0 x 12/1 is still 0, so no annualisation can repair it. EST2024 = 'observed 0' is NOT defensible as an observation; the year should be marked missing/imputed. Own-history fill IS permitted here (2023 is a real report, 3 offences on 5 months, annualised 7.2, within the 2-year window). The honest anchor for a 793-person borough is low: the peer band (0, 1000] median 503.4/100k gives ~4.0, and the agency's own thin history gives 1 (2019, 10 months) to 7.2 (2023 annualised). Recommend ~3-4, flagged imputed. The numeric stake is small; the provenance stake is not — cousub 4201932896 currently shows a hard zero-crime year sourced from one month of paper.","The level really is very low for this agency, so I am not claiming the published value is far wrong. I am claiming the record does not measure 2024 at all: one submitted month, zero in it, dressed as a complete year. Under the stated doctrine a partial-year zero cannot be rescued and must not be carried as observed, so the flag is determinate even where the repair is nearly a no-op.",batches/batch_080.json,retained_pre_cleanup,0,r-PA0102900-harrisville,,,superseded_by_residue,,,retained_pre_final,,
c-PA0103000-prospect,token_reporter,c,PA,1,PA0103000,0.0,opus,token_reporting_flag,high,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: structural_zero_treat_as_missing. Believable months in 2024: ZERO. SRS is 0 on 0 reported months; CIUS 0/12mo is the same empty submission with an assumed month count. 2023 is the identical artifact (CIUS 0/12mo on a 0-month SRS) and should be flagged in the same pass — the pipeline is currently publishing two consecutive manufactured zero years. EST2024 = 'observed 0' is NOT defensible. Fill basis: the agency's only genuine full year is 2019 (CIUS 2 = SRS 2 on a real 12 months), so the measured level is ~2/yr at pop ~1,116 (179/100k) — genuinely a very quiet borough. That stale full year is five years back and blocked by the 2-year own-history rule, but a peer-band fill (702.6/100k x 1,082 = ~7.6) would overstate this agency by ~4x against its own only measurement. Recommend: mark 2024 (and 2023) missing; if a value is required, use the 2019 measured full year of ~2 with an explicit stale-history flag rather than the peer fill, or escalate the fill-policy conflict. Side note for the crosswalk queue: this ORI carries plc<NA> with no census_name or crosswalk name, yet is mapped w=1 exclusive to cousub 4201962752 by 'first_pass/auto' — a weaker footprint provenance than its neighbours in this batch.","Zero months submitted means there is no observation to assess, independent of how plausible a near-zero level is for a 1,082-person borough. Determinate on the flag. I flag the fill as contested rather than asserting one, because own-history (2, stale) and peer-band (~8, current) disagree by 4x and the landed rules pick the one that contradicts the agency's own measurement.",batches/batch_080.json,retained_pre_cleanup,0,r-PA0103000-prospect,,,superseded_by_residue,,,retained_pre_final,,
c-PA0111000-gallitzin,token_reporter,c,PA,1,PA0111000,8.0,opus,token_reporting_flag,high,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: token_report_treat_as_partial. Believable months: 2. The 2024 record is 1 offence on 2 reported months, republished as a 12-month total of 1. Multi-lane warning answered: no larger submission was discarded — CIUS 1 and SRS 1 are the same count; the ladder discarded months_reported=2. This agency's level is unusually well pinned for a small borough because it files most years: annualised 2019 10.9 (10 on 11mo), 2020 12.0 (9 on 9mo), 2022 7.2 (3 on 5mo), 2023 12.0 (4 on 4mo), plus a CIUS full-year print of 9 in 2018 — a stable 7-12/yr. Straight uplift of the 2024 row gives 1 x 12/2 = 6.0, at the low edge of but consistent with that band. EST2024 = 'observed 1' is NOT defensible — 1 is a 2-month count carried as a year, roughly a 6-10x understatement. Recommend 6-11: use 6.0 if the pipeline prefers the true_partial_month_ratio path, or ~10-11 (own-history median of annualised years) if it prefers the fill path. At pop 1,681 those are 357-655/100k, both under the 702.6 peer median, so neither is an inflated repair.","The month count alone settles the flag. On the value, the agency's own repeatedly-measured level of 7-12/yr and the uplifted 2024 figure of 6 agree closely enough that the repair is not speculative — this is one of the better-determined cases in the batch.",batches/batch_040.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0111400-portage,token_reporter,c,PA,1,PA0111400,19.0,opus,token_reporting_flag,high,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: token_report_treat_as_partial, and additionally content-incomplete. Believable months: at most 7, and those 7 look thin internally. Multi-lane warning answered: no larger submission was discarded — CIUS 3 and SRS 3 are the same count; months_reported=7 was discarded in favour of an assumed 12. This is the strongest own-history case in the batch: Portage has TWO genuine 12-month years, 2019 (23) and 2020 (22), plus a 2018 CIUS print of 16, so its real level is ~20-23/yr and stable. The 7 reported months of 2024 average 0.43 offences/month against a baseline 1.9/month — a 4.4x gap — and burglary is entirely absent (0 vs baseline 2) while the year is 100% larceny. So the reported months are not merely fewer, they are lighter per month; annualisation to 5.1 therefore under-repairs and should be treated as a floor, not the answer. EST2024 = 'observed 3' is NOT defensible. Recommend own-history fill of ~20-22 (2019-2020 measured full years; 22/2,369 = 929/100k against a 702.6 peer median, so the fill is plausible rather than generous), with 5.1 as the absolute floor if only uplift is permitted. Own-history fill is unlocked under the 2-year rule by the real 2023 report (5 on 5 months).","Two clean 12-month years at 22-23 make this agency's baseline unusually trustworthy, and the 2021-2024 decay (0mo, 1mo, 5mo, 7mo) is a reporting collapse, not a crime collapse. Confidence is high on the flag and medium on the exact value, since the choice between annualisation (5.1) and own-history (22) is a policy call — but 3 as published is defensible under neither.",batches/batch_025.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0111900-blacklick-township,token_reporter,c,PA,1,PA0111900,0.0,opus,token_reporting_flag,medium,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: token_report_treat_as_partial in provenance, near-zero in value. Believable months: 1, containing zero — no information about the other 11, and 0 x 12/1 = 0 so uplift cannot move it. This case is genuinely different from the other zeros in the batch in ONE respect that cuts toward the value being right: 2019 is a real 12-month SRS submission totalling 0, i.e. this agency has a measured full-year zero on the record. For a rural 1,865-person Cambria County township, an authentic zero Part-I year is a reachable outcome, and 2019 shows it happening. So my ruling separates the two questions. The value: probably correct, ~0-2. The provenance: false — 2024 is a 1-month submission carried as an observed complete 12-month year, and 5 of 7 years in the span have 0-2 reported months, so this is a near-non-filer. Recommend re-labelling 2024 as partial/imputed with a near-zero fill (0-2) rather than deleting the value; EST2024's number is numerically defensible, its 'observed' provenance is not. Do not apply a peer-band fill here (702.6/100k x 1,865 = ~13) — that would contradict the agency's own only genuine measurement.","I am deliberately not calling this genuine_low_crime: the 2024 row is by definition the BLANK-AS-ZERO artifact (printed zero, 1-month submission), and a value happening to be plausible does not make the record a measurement. But the 2019 12-month zero is real corroboration that the level is near zero, which is why I rate confidence medium rather than high — the flag is about data quality here, with little or no numeric consequence.",batches/batch_081.json,retained_pre_cleanup,0,r-PA0111900-blacklick-township,,,superseded_by_residue,,,retained_pre_final,,
c-PA0113500-loretto,token_reporter,c,PA,1,PA0113500,0.0,opus,token_reporting_flag,high,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: structural_zero_treat_as_missing. Believable months in 2024: ZERO. SRS is 0 on 0 reported months and the CIUS 0/12mo row is that empty submission with an assumed month count — note this ORI has NO CIUS row at all in 2018-2023, so 2024's 'complete full year' is the pipeline's first and only full-year claim for an agency that has never filed a 12-month return in the span (1mo, 8mo, 0, 0, 0, 0, 0) and has never reported a single positive Part-I offence. EST2024 = 'observed 0' is NOT defensible; mark 2024 missing. Own-history fill is blocked (last submission with any months is 2019). The one substantive signal is 2019: zero offences across 8 reported months, which is real if weak evidence of a genuinely near-zero level, so a peer-band fill (702.6/100k x 1,161 = ~8.2) would likely overstate by a wide margin. Recommend explicit missing, or a low-side fill of 0-2 with an imputed flag; escalate if the fill policy forces the peer path. ONE ITEM TO VERIFY OUTSIDE THIS PACKET (I could not check it here and am not asserting it): Loretto borough is the seat of Saint Francis University, and if that campus force holds its own ORI, part of this footprint's real Part-I exposure legitimately sits under a Table 9 university row — which would both explain the borough PD's flat zeros and mean cousub 4202144704 is not actually uncovered. Worth a double-coverage check before any fill is applied.","Zero submitted months makes 2024 unmeasured, full stop. The flag is determinate. The fill is the contested part and I have flagged rather than guessed it, because the agency's own 8-month 2019 zero and the peer band disagree by roughly 8x and a possible university-ORI overlap could make the low reading correct for structural rather than data-quality reasons.",batches/batch_081.json,retained_pre_cleanup,0,r-PA0113500-loretto,,,superseded_by_residue,,,retained_pre_final,,
c-PA0115800-gallitzin-township,token_reporter,c,PA,1,PA0115800,-1.0,opus,token_reporting_flag,medium,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: token_report_treat_as_partial on provenance; the numeric repair is UNDERDETERMINED and should be escalated. Believable months: 1. The 2024 record is a single aggravated assault on 1 reported month, republished as a 12-month total of 1. Multi-lane warning answered: no larger submission was discarded — CIUS 1 and SRS 1 are the same count; months_reported=1 was discarded for an assumed 12. The completeness label is certainly false. The value is where I stop: straight uplift gives 1 x 12/1 = 12 (959/100k), which is contradicted by the agency's own 2019 submission of zero offences across 10 reported months and by the fact that it has never reported a positive count in any other year; a peer-band fill gives ~8.8, contradicted the same way; keeping 1 asserts eleven unobserved zero months. A single incident in a single month cannot distinguish 1 from 12. EST2024 = 'observed 1' is NOT defensible as an observed complete year. Recommend: re-label 2024 as a 1-month partial, suppress the x12 uplift explicitly (single-incident, single-month base), and route the value to escalation with a working range of 1-4; do not publish either 1-as-observed or 12-as-annualised.","The month count settles the flag mechanically, so the verdict is not in doubt. The magnitude genuinely is: the only two mechanical repairs available (x12 uplift, peer fill) both land near 9-12 and both are contradicted by this agency's own 10-month zero in 2019, and there is no third anchor in the record. Per the standing instruction, I am flagging the record and escalating the number rather than picking one.",batches/batch_087.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0130600-summit-hill,token_reporter,c,PA,1,PA0130600,6.0,opus,token_reporting_flag,high,run,opus_batches/041,a23203b2491e37f29,1,0,,token_reporting_flag,"Sub-verdict: token_report_treat_as_partial. Believable months: 6. The 2024 record is 2 offences on 6 reported months, republished as a 12-month total of 2 — a clean 2x understatement before any other consideration. Multi-lane warning answered: no larger submission was discarded; CIUS 2 and SRS 2 are the same count and months_reported=6 was replaced by an assumed 12. Honest uplift is 2 x 12/6 = 4.0, and the 6 reported months average 0.33 offences/month against a baseline 0.67/month, so unlike Portage and Buffalo Township the reported months here are only moderately light (1.7x, inside the noise of a 6-8/yr agency). EST2024 = 'observed 2' is NOT defensible. Recommend 4-7: 4.0 via true_partial_month_ratio, or ~6-7 from own history (annualised 6.0 in 2019, 8.0 in 2020, 6.0 in 2022, 7.2 in 2023, CIUS print 8 in 2018). SECOND, SEPARATE FINDING to carry forward: this agency has never filed a genuine 12 months in 2018-2024 (9mo, 10mo, 6mo, 0mo, 2mo, 5mo, 6mo) and even after uplift sits at 127-255/100k against a 929.7 peer median for the (2500, 5000] band — 14-27% of peers. The 2018 'CIUS 8/12mo' that anchors the screen's full-year median of 8 is itself a 9-month submission relabelled. So the whole series should be treated as chronic partial reporting rather than a low-crime baseline, and the 2018 CIUS row should not be used as a full-year anchor for this ORI.","The 6-month month count makes the flag arithmetic. The uplifted value converges with four independent own-year annualisations at 6-8, so the repair is well determined — which is also what exposes the deeper issue: every 'baseline' year for this agency is a relabelled partial, so its apparent low level is a reporting artifact stacked seven years deep, not a measured outcome.",batches/batch_044.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0131200-beaver-meadows,token_reporter,c,PA,1,PA0131200,0.0,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: structural_zero_treat_as_missing. Believable months for 2024 = 0. The only 2024 record is a CIUS printed zero whose 12-month label is the pipeline's own default (artifact 2); the underlying Return-A submission is 0 months, and CIUS is that same master frozen at publication, so there is no second source and nothing was measured. Do not publish 0 as observed at weight 1.0 — set 2024 missing/unmeasured. FILL HAZARD: last real report is 2022 (1 offense on 1 month), so own-history is thin, and the peer floor would impute 913 x 503.4/100k = 4.6 offenses/yr against an agency whose entire measured 2018-2023 record is 0-1/yr; cap any fill at the own-history level (0-1), do not peer-fill. EST2024 = 0 [observed x7] is not defensible AS OBSERVED (it launders a non-report into a weight-1 measured zero), even though 0 is probably close to the truth. BATCH-LEVEL FINDING: all 12 cases in this batch are one mechanism, not 12 judgment calls — every one has a CIUS row and an SRS row for 2024 carrying IDENTICAL 7-offense vectors, where the post-merge record kept CIUS's assumed months_reported=12 / tier 'high' / weight 1.0 instead of inheriting the SRS months (0,0,11,1,2,8,0,2,5,1,6,2 respectively). The rule fix is: when a publication-lane row and a submission-lane row for the same agency-year carry the same vector, the publication lane must inherit months_reported and tier from the submission lane; the CIUS 12-month default must never manufacture a complete year on top of a 0-11 month submission.","BLANK-AS-ZERO in its pure form, twice: a full-year publication sitting on a 1-month submission (2018) and on a 0-month submission (2024). Composition can neither support nor undercut it (uniform zero across all seven streams) and uplift cannot rescue a zero (0 x 12/0 months is still 0). Absolute plausibility does not settle it either way: a 913-person Carbon County borough can genuinely run a zero Part-I year, but nothing in the 2024 record measured one — the cell is unmeasured, not low.",batches/batch_081.json,retained_pre_cleanup,1,,,,dedupe_kept,,b2-PA0131200-beaver-meadows(published_zero/luna/high):misread_missing->treat_missing_repair,retained_pre_final,,
c-PA0131600-weissport,token_reporter,c,PA,1,PA0131600,1.0,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: structural_zero_treat_as_missing. Believable months for 2024 = 0. Both 2023 and 2024 are CIUS printed zeros sitting on 0-month Return-A records, so neither is a measurement; only 2018 and 2019 are genuine 12-month submissions, each totalling 1. Set 2024 missing rather than observed-0. Fill: last real full year is 2019, outside the 2-year own-history window, so a missing-mark routes to the peer floor at 418 x 503.4/100k = 2.1/yr — same order as the agency's measured 1/yr, so the hazard here is mild and either route is tolerable. SEPARATE CHECK WORTH RUNNING: the crosswalk name for this ORI is 'weissport pd lehighton', which is consistent with Weissport borough's police coverage having transferred to Lehighton borough PD after 2019. If that is right, the 2020-2024 blanks are a coverage transfer rather than a reporting lapse, and cousub 4202582080 should be attached to the covering ORI instead of filled under PA0131600 — I cannot confirm this from the packet (no Lehighton row supplied) and flag it as a check, not a finding. EST2024 = 0 observed is not defensible as observed.","BLANK-AS-ZERO: 12-month publication label over a 0-month submission, with CIUS being the same Return-A master and therefore no corroboration. Uniform zero across all seven streams gives no composition signal, and uplift cannot rescue a zero. The LEVEL is entirely credible for a 418-person borough (its two genuine full years measured 1 each; Poisson P(0) at 1/yr is ~37%) — the defect is that the 2024 cell claims to have measured that zero when no month was submitted.",batches/batch_064.json,retained_pre_cleanup,1,,,,dedupe_kept,,b2-PA0131600-weissport(published_zero/luna/high):misread_missing->treat_missing_repair,retained_pre_final,,
c-PA0150900-parkesburg,token_reporter,c,PA,1,PA0150900,30.0,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: token_report_treat_as_partial, but with an important caveat — months are NOT the binding problem here. 11 of 12 months were submitted, so the honest uplift is only x1.09 (8 -> 8.7); the defect is offense-stream coverage inside the submitted months. Recommended 2024 basis: own-history full-year-equivalents {2018 38 at 12mo, 2019 33.6, 2020 29.5, 2022 14.0, 2023 30.0}, median 30 — publish ~30 (576/100k, still only about half the 1096.9 peer median). Better still, repair per stream: keep robbery 2, aggravated assault 3 and MVT 1 as submitted and fill burglary (baseline 6) and larceny (baseline 22) from own history, which reproduces ~30. Multi-lane check performed as instructed: both 2024 lanes carry 8 with an identical vector, so the ladder did NOT discard a larger equally-complete submission — there is no better 2024 number sitting in the data. EST2024 = 8 observed is not defensible.","COMPOSITION OVER SLOPE decides this one, not the months label. The aggregate sits at 21% of baseline while aggravated assault holds at 60% and robbery at 200%, and larceny — 58% of baseline-year mass — collapses to 9% with burglary at 0. That is a change in which streams are present in the record, not in how much crime there is; the violent section reported and the property section did not. ABSOLUTE PLAUSIBILITY fails independently: 8 Part-I offenses (148/100k) for a 5,210-person Route-30 borough whose last complete year measured 38, and whose annualized 2019/2020/2023 all sit at 29-34, is not a reachable crime outcome.",batches/batch_018.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0152000-birmingham-township,token_reporter,c,PA,1,PA0152000,12.5,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: token_report_treat_as_partial. Believable months = 1 (the SRS submission); the CIUS 12-month/high-tier label is the pipeline's default applied to a row whose 7-offense vector is identical to the 1-month SRS row, so the completeness is fabricated, not published by the FBI as a measurement. Repair basis: flat x12 annualization of a single month gives 24 but is extremely noisy off 2 counts, so prefer own history — full-year-equivalents {2018 17, 2019 12, 2020 12, 2022 6, 2023 18}, median 12, giving ~12-17 (about 300-420/100k, still well under the 929.7 peer median). Multi-lane check: both lanes carry 2 with the same vector, so no larger submission was discarded. EST2024 = 2 observed is not defensible — it publishes one month of data as a year.","The agency has submitted only 1-4 months a year since 2020 (4, 0, 2, 2, 1 months) while its two genuine 12-month years, 2018 and 2019, measured 17 and 12. 2024 is that same behaviour: two offenses in the single month it filed. Composition cannot arbitrate at a 14.5/yr baseline (one or two counts move any share), so the ruling rests entirely on the months record, which is unambiguous — a full-year claim resting on a 1-month submission.",batches/batch_032.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0153700-west-fallowfield-townshi,token_reporter,c,PA,1,PA0153700,16.0,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: token_report_treat_as_partial. Believable months = 2. Repair basis: x6 annualization gives 12; own-history full-year-equivalents {2018 18, 2019 15.3, 2020 22.7, 2022 24, 2023 18} give a median of 18. Publish in the 12-18 range (485-728/100k against a 929.7 peer median) — I would take 18, since the agency's annualized level has been flat at 15-24 across every year while only its month coverage decayed. Multi-lane check: both 2024 lanes carry 2 with an identical vector, so nothing larger was discarded. EST2024 = 2 observed is not defensible.","A 2-month submission relabelled as a complete 12 months by the CIUS default over an identical vector. Month coverage has been collapsing since 2020 (10, 11, 9, 0, 4, 2, 2 months across 2018-2024) while every annualized year sits at 15-24, so the level is stable and it is the coverage that fell — exactly the pattern that a published-as-complete row converts into a fake 89% crime drop. Composition is unscoreable at an 18/yr baseline, so the months record carries the ruling.",batches/batch_029.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0153900-west-vincent-township,token_reporter,c,PA,1,PA0153900,17.5,opus,token_reporting_flag,medium,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: token_report_treat_as_partial. Believable months = 8. Repair basis: x1.5 annualization gives 9 as the arithmetic floor; own-history full-year-equivalents {2018 29, 2019 18, 2020 16.8, 2022 24, 2023 19.2} give a median of 19.2. Because the burglary stream (baseline 6.5, i.e. 28% of baseline-year mass) is entirely absent from the 2024 row, the 8 submitted months are themselves offense-incomplete, so favour the own-history figure (~18-19) or a per-stream repair (keep larceny 4 and MVT 2 as submitted, fill burglary and aggravated assault from history) over the flat x1.5. Multi-lane check: both 2024 lanes carry 6 with an identical vector — nothing larger was discarded. EST2024 = 6 as a COMPLETE 12-month year is not defensible; 6 as an 8-month partial is a legitimate input.","Two defects stack: the CIUS 12-month default over an 8-month submission, and a composition move (burglary 28% of baseline mass -> 0% while larceny retains 26%), which is a stream-presence change rather than a level change. Confidence is medium rather than high because absolute plausibility partly cuts the other way: West Vincent is an affluent, low-density Chester County township for which the 1096.9/100k peer median (dominated by boroughs) is a poor comparator, so the true 2024 level could genuinely sit nearer the annualized 9 (130/100k) than the own-history 19. What is certain is that 6 is not a measured full year; what is uncertain is the repair value.",batches/batch_027.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0155300-west-nottingham-township,token_reporter,c,PA,1,PA0155300,0.0,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: structural_zero_treat_as_missing — on PROVENANCE only. Believable months = 0: the 2024 CIUS zero rests on a 0-month Return-A record, so it is not a measured zero and must not carry tier 'high' / weight 1.0 as observed. CRITICAL FILL HAZARD, and the main point of this ruling: this ORI's one genuine full submission — 2019 at 12 reported months — measured a TRUE zero, and 2020 measured 2 on a single month, so its real level is 0-2/yr. The peer floor for band (2500,5000] would impute 2,875 x 929.7/100k = 26.7 offenses/yr, a 13-27x overstatement. Mark 2024 unmeasured but constrain any fill to own history (0-2); do NOT let it route to a peer fill. If the pipeline's only available options are publish-0-as-observed or peer-fill-27, publish-0 is by far the less wrong — the thing to fix is the fabricated completeness and weight, not the number. EST2024's value (0) is fine; its provenance label (observed, 12 months, weight 1.0) is not.","BLANK-AS-ZERO fires on provenance: a 12-month publication label over a 0-month submission, with CIUS being the same Return-A master and so no independent corroboration. But ABSOLUTE PLAUSIBILITY cuts the other way on the level — a measured 12-month zero already exists for this exact ORI in 2019, which demonstrates that a zero Part-I year is a reachable outcome for a 2,875-person southern Chester County farm township with its own small department. So the verdict is that the 2024 cell is unmeasured, not that the level is wrong; the danger in this case is over-repair, not under-repair.",batches/batch_081.json,retained_pre_cleanup,0,r-PA0155300-west-nottingham-township,,,superseded_by_residue,,,retained_pre_final,,
c-PA0156200-east-marlborough-townshi,token_reporter,c,PA,1,PA0156200,12.0,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: token_report_treat_as_partial. Believable months = 2. Repair basis: x6 annualization gives 18, and own-history full-year-equivalents {2018 15, 2019 29.3, 2020 12, 2022 18, 2023 27.4} give a median of 18 — the two independent methods converge, so publish ~18 (223/100k, still only 20% of the 1096.9 peer median). Multi-lane check: both 2024 lanes carry 3 with an identical vector, so no larger submission was discarded. EST2024 = 3 observed is not defensible.","A 2-month submission published as a complete year by the CIUS 12-month default over an identical vector. This agency has not filed more than 9 months in any year of the span (7, 9, 2, 0, 2, 7, 2 months) yet its annualized totals stay at 12-29, so the peer-rate arm firing at 37/100k is a symptom of 2-month coverage, not of an 8,072-person township running near zero. Composition is unscoreable at a 15/yr baseline (the year is 3 larcenies), so the months record carries the ruling — and the convergence of annualization and own-history at 18 makes the repair unusually well determined for this batch.",batches/batch_033.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0180600-woodward-township,token_reporter,c,PA,1,PA0180600,-2.0,opus,token_reporting_flag,medium,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: token_report_treat_as_partial. Believable months = 5. Repair basis: x2.4 annualization gives 4.8, so ~5 is the anchored estimate. Own history cannot tighten it — there is no 12-month positive year anywhere in 2018-2023, and the annualized partials are wildly dispersed (2019 2.4, 2020 72 off a single month, 2023 22.3), so the defensible range is roughly 5-22 and that uncertainty should be carried forward rather than hidden. Note 2018 is itself a BLANK-AS-ZERO cell (12-month CIUS label on a 2-month submission), so it must not be used as a zero baseline. Multi-lane check: both 2024 lanes carry 2 with an identical vector; nothing larger was discarded. EST2024 = 2 as a complete 12-month year is not defensible — the minimum correct repair is the x2.4 uplift the SRS months entitle it to.","CIUS's 12-month default over a 5-month submission with an identical vector, so the published year is not complete. The level is not implausible for a 2,440-person Clinton County township once annualized (~200/100k), which is why the ruling targets the completeness label rather than declaring the count fictional. Confidence is medium because the agency's month coverage is too erratic (2, 10, 1, 0, 1, 7, 5 months across 2018-2024) to pin an annual value, and the annualized 2024 (4.8) sits well below annualized 2023 (22.3) without any composition evidence available to arbitrate.",batches/batch_088.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
c-PA0180900-mill-hall,token_reporter,c,PA,1,PA0180900,-2.0,opus,token_reporting_flag,high,run,opus_batches/042,ad7ee9142786070f6,1,0,,token_reporting_flag,"Packet vocabulary: token_report_treat_as_partial. Believable months = 1. DO NOT ANNUALIZE: the 1-month vector is 2 rapes and nothing else (0/2/0/0/0/0/0), so x12 would fabricate 24 rapes and zero property crime. Treat 2024 as unmeasured. Own history offers nothing — every 2018-2023 year is either a 0-month year or a zero total, and 2018 and 2023 are themselves BLANK-AS-ZERO cells (12-month CIUS labels on 1-month and 0-month submissions), so there is no real report to fill from. SEPARATE DEFECT THAT MUST BE ESCALATED BEFORE ANY FILL: FBI population served steps 1,606 (2020) -> 4,096 (2021) -> 5,179 (2023) while the crosswalk assigns this ORI at weight 1, exclusively, to Mill Hall borough cousub 4203549760, whose Census population is roughly 1,560. The department evidently polices well beyond the borough, so the screen's rate denominator and the crosswalk footprint disagree by about 3x, and a peer fill on the 5,129 denominator (1096.9/100k -> ~56 offenses/yr) would dump a multi-municipality caseload onto one small borough polygon. Fix the footprint first, then fill on the corrected denominator (~11/yr for the borough alone at the (1000,2500] peer rate of 702.6/100k). Multi-lane check: both lanes carry 2 with an identical vector; nothing larger was discarded. EST2024 = 2 observed is not defensible.","A 1-month, rape-only submission relabelled as a complete 12 months by the CIUS default. Absolute plausibility settles it: no service area of 5,000 (or even 1,560) people produces a year containing 2 rapes and zero larcenies — the row is a fragment of one month's reporting, not a low year, and the fragment's shape makes annualization actively harmful rather than merely noisy. The population-served/footprint mismatch is logically independent of the token question but governs every possible repair, which is why the numeric fix is escalated even though the verdict itself is clear.",batches/batch_088.json,retained_pre_cleanup,1,,,,retained_pre_residue,,,retained_pre_final,,
