# stage1_adjudications registry: token_reporters_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/token_reporters_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T01:16:56+00:00
# source_sha256: 0b1e46d6c12b253ff2a18f6b7236e0ed5be3b41ff66d921ce8a36f50bcda0fd6
# rows_written: 431
case_id,target_year,state,oris,verdict,downstream_action,believable_months,repair_value_hint,confidence,needs_review,detail
c-IL0670000-monroe,2024,IL,IL0670000,token_reporting_flag,partial_year_uplift,12,,high,0,"Treat 2024 as a broken record, not a low-crime year. LADDER CHECK: both 2024 lanes carry the identical vector 0/0/0/3/3/3/0 totalling 9 — NIB 9/12mo and SRS 9/12mo — so nothing larger was discarded; for a NIBRS reporter these are one submission back-converted, not two measurements. This case differs from the rest of the batch: SRS carries a genuine 12 reported months, so the deficit is NOT month-coverage loss and cannot be repaired by annualisation. The mechanism is within-year stream loss (mid-year RMS/vendor change or a feed that stopped carrying property offenses). RECOMMENDED 2024 VALUE: own-history fill from 2022-2023 (26 and 30, both at 12 SRS months), i.e. roughly 28, applied PER OFFENSE so that the absent motor-vehicle-theft (baseline 4.2) and rape (baseline 1.3) streams are restored rather than left at zero. Both anchor years are real reports inside the 2-year recency window. If a months-believable figure is wanted for bookkeeping, the 18% aggregate retention corresponds to roughly 2-3 months of complete records, but the month field itself says 12, so the honest classification is 'incomplete record at full nominal coverage', not 'partial year'. Current EST2024 (reported 9 "
c-NY0100300-greenport-town,2024,NY,NY0100300,token_reporting_flag,partial_year_uplift,1,36,high,0,1 believable month; annualize 3 by 12/1 to ~36 preserving the all-larceny vector. EST2024=3 not defensible; 36 matches recent full-year levels.
c-KY0740000-mccreary,2024,KY,KY0740000,genuine_low_crime,accept_observed,,,medium,0,Keep 16; EST2024=16 defensible; do not uplift from 9 SRS months when the NIBRS header records 12.
c-IN0360000-jackson,2024,IN,IN0360000,genuine_low_crime,accept_observed,,,medium,0,Keep 21; EST2024=21 defensible; no larger 2024 lane exists.
c-TN0080000-cannon,2024,TN,TN0080000,genuine_low_crime,accept_observed,,,high,0,"Keep as observed; EST2024=18 is correct and no repair should be applied to 2024. Repairing this agency-year in isolation would manufacture a false discontinuity against verified 2022 and 2023 values. SEPARATE ITEM to route upward: open a multi-year review of the TN0080000 2020-2021 level break (105, 114 to 58 to 27), which is where the real defect lives. The packet's own signal supports treating that as a distinct question - 2021's composition fell evenly across every stream (34-46% retention against a 40% aggregate), which is a level change, whereas the 2024 'distortion' is measured against a stale pre-break baseline and so is an artifact of the comparison window, not of 2024."
c-PA0040900-brighton-township,2024,PA,PA0040900,token_reporting_flag,partial_year_uplift,,,high,0,"Nine submitted months; minimum correction 13x12/9=17.33 applied by offence, but the mix shift means uplift may still understate — flag for data-error review or use a history-and-peer estimate. EST2024=13 not defensible."
c-IL0491900-round-lake-park,2024,IL,IL0491900,token_reporting_flag,partial_year_uplift,,3,high,0,"Not credible; packet-vocabulary verdict: token_report_treat_as_partial. Believable coverage is roughly 4 months (14 sits at ~30% of the agency's verified level), so uplift x3 gives ~42 - which is exactly the 2023 verified full-year figure (42 on 12 SRS months AND 12 NIBRS months). Recommended repair: fill from the 2023 full-year record (42), a real report within two years, rather than from the inferred month ratio - the 4-month figure is an inference, the 2023 figure is a measurement, and they happen to agree. The peer band (1,096.9/100k x 7,744 = 85) is higher and would over-correct: this agency has run at 540-930/100k, below the peer median, so its own history is the better anchor. EST2024=14 observed is not defensible. Also: the 2020 CIUS row (28) is a larceny-stripped 6-row publication preferred over the SRS submission (52) - 2020 under-published by ~46% for this ORI."
c-NM0130300-jal,2024,NM,NM0130300,token_reporting_flag,partial_year_uplift,2,2,high,0,"~2 usable months; temporal repair 3x12/2=18, though offence-specific own-history filling is preferable since assault and larceny vanish. EST2024=3 not defensible."
c-NY0152700-ticonderoga-town,2024,NY,NY0152700,token_reporting_flag,partial_year_uplift,4,36,high,0,"4 believable months; annualize by 12/4 to ~36, preserving the mix proportionally. EST2024=12 not defensible; 36 is the appropriate repair."
c-TX0800200-mount-vernon,2024,TX,TX0800200,genuine_low_crime,accept_observed,12,,high,0,"Credible as reported -- EST2024=16 [observed] is correct and no repair is warranted. The screen misfired: it is comparing 2024 against a baseline corrupted by 2022, not detecting a 2024 collapse. THE DEFECT IS 2022, NOT 2024. In 2022 the Return-A renderings (CIUS 131, SRS 129) are more than double the NIBRS rendering of the same year (NIB 60), and the stated baseline burglary average of 41.7/yr across 2021/2022/2023 forces 2022 burglary to at least 53 (since 2021's whole-year total is 53 and 2023's is 19) -- at least 1,900 burglaries per 100k in a 2,765-person town, which is not a crime level. Required actions: (1) exclude 2022 from this ORI's own-history baseline until the Return-A/NIBRS divergence is resolved, and prefer NIB 60 over CIUS/SRS 129-131 for that year; (2) note that the identical 2x Return-A-over-NIBRS divergence appears in 2022 for Fairfield (TX0810100) in this same batch (CIUS/SRS 242 vs NIB 123) -- this looks like a systematic 2022 Texas Return-A artifact deserving a lane-level check, not two agency-level rulings; (3) leave 2024 alone."
c-OH0760500-east-canton,2024,OH,OH0760500,genuine_low_crime,accept_observed,,,high,0,"Keep 18; all renderings record 12 months, no larger competing total, decline distributed across principal streams. EST2024=18 defensible as observed."
c-MS0210000-greene,2024,MS,MS0210000,token_reporting_flag,partial_year_uplift,6,20,high,0,Treat the FBI submission as a 6-month partial; use the complete seven-offence NIBRS/SRS vector of 10 annualized to ~20; do not treat the four-row SPUB total of 12 as complete.
c-MO0540600-odessa,2024,MO,MO0540600,genuine_low_crime,accept_observed,,,medium,0,Keep 18; EST2024=18 observed is defensible.
c-AL0640500-sumiton,2024,AL,AL0640500,genuine_low_crime,accept_observed,,,medium,0,"credible_low_crime for 2024. EST2024 = 24 observed is defensible and should stand; no fill. The anomaly in this series is NOT 2024 — it is the 2021-2023 inflation, and that is what should be reviewed. Recommendation: open a separate look at 2021-2023 (96, 148, 158) rather than repairing 2024. 158 Part-I offenses at FBIpop 2,364 is 6,684/100k, roughly 7x the band peer median of 929.7 and 3x this agency's own 2018-2020 level, and the packet already records a 2x same-year lane divergence for 2022 (CIUS 69 vs SRS/NIB 148) showing the record is unstable across renderings in exactly those years. A filled 2024 anchored on that baseline would publish ~75-158 offenses for a 2,513-person town (3,000-6,300/100k) — a far larger fabrication than retaining the observation. Loose end to log: motor vehicle theft 0 against a baseline of 7.7."
c-PA0631600-centerville,2024,PA,PA0631600,token_reporting_flag,treat_missing_repair,6,35,high,0,"Packet-vocabulary sub-verdict: token_report_treat_as_partial — 6 months, and even those 6 months are stream-incomplete. Direct answer to the ladder prompt: NO larger equally-complete submission was discarded. CIUS 10 and SRS 10 are the same number; what the ladder discarded was the SRS months_reported=6, replacing it with the CIUS default of 12. Two separate defects stack here. (1) Partial published as complete: 10 offenses on 6 reported months, annualising to 20. (2) COMPOSITION OVER SLOPE — the 2024 vector is 0/0/0/0/3/7/0: burglary and larceny only, with aggravated assault at 0 against an 11.5/yr baseline, rape 0 against 1, MVT 0 against 2.5, and larceny at 70% of the year's total versus 49% in baseline years. The same violent-stream dropout appears in 2022 (agg assault 0) and 2023 (agg assault 1 raw vs 11.5 baseline), so this agency has been submitting property-only Return A data since roughly 2022 — a stream-level export failure, not a decline. EST2024 = 10 [observedx7] is NOT defensible: 181.6/100k for a 5,487-population borough with an active PD, against its own audited 2018 (46 at 12mo) and 2020 (44 at 12mo). Recommended 2024 value ~35-38, built as: annualise the property s"
c-PA0350900-jermyn,2024,PA,PA0350900,token_reporting_flag,partial_year_uplift,3,9,high,0,"Packet sub-verdict: token_report_treat_as_partial. Believable months = 3 (the SRS submission record). The CIUS row is not a second source: total 3 and the 7-offense vector 0/0/0/1/0/2/0 are IDENTICAL to the SRS row, so CIUS 3 at '12mo' is the same 3-month Return-A submission wearing a fabricated 12-month label (artifact 2). Correct 2024 handling: set months_reported=3 and annualise, 3 x 12/3 = 12. Treat 12 as a FLOOR, not a point estimate, because the 3-month window is itself composition-distorted (burglary 0 against a baseline 5.5, agg assault 1 against 7, retention spread 0%-14% around an aggregate of 8%) — streams are absent from the window, so uniform uplift understates. Corroboration for ~9-12: the agency's own two most recent years annualise to 6 x 12/7 = 10.3 (2022) and 5 x 12/7 = 8.6 (2023), both with UNdistorted composition. Do not fill from the 2018/2020 full years (37/38); those are genuine 12-month SRS submissions but pre-date a real step down that the undistorted 2022/2023 composition supports. EST2024 = 3 observed is NOT defensible: it publishes a quarter-year as a year, at 141 per 100k for a borough that measured 1,740-1,860 per 100k in its two genuine full years."
c-IA0840100-orange-city,2024,IA,IA0840100,token_reporting_flag,partial_year_uplift,,,medium,0,"Packet vocabulary: token_report_treat_as_partial. Believable substantive coverage is roughly 4-6 of 12 months, not 12: aggregate retention is 31% of the agency's own last complete year, and Return-A itself labels only 11 months against NIBRS's 12. Do NOT repair by flat multiplicative uplift — the loss is by stream, not by month. Repair per offence: keep the observed violent counts (rape 1, agg assault 2), fill burglary (observed 1 vs own baseline 10) and larceny (10 vs 29) from the 2020 full year, which lands 2024 near 35-45 against an own full-year median of 49 and a peer expectation of 6,438 x 1,096.9/100k = 71. EST2024 = 15 [observedx7] is not defensible. Ladder note: 'publication_lane_standing' selected the CIUS row (months assumed = 12) over the Return-A row that actually records 11 months, so the assumption suppressed even the modest uplift the pipeline would otherwise have applied."
c-WI0650700-bloomfield,2024,WI,WI0650700,token_reporting_flag,treat_missing_repair,,50,high,0,"2024 = 16 (rape 1, agg assault 1, larceny 14) against a baseline average of 52. Burglary 0 vs 6.7, MVT 0 vs 2.3, agg assault 1 vs 6.3, larceny 14 vs 34 - larceny is 88% of the year against 65% across baseline years. Context makes it worse: SRS 0/0mo in both 2021 and 2022 (two years of no submission at all) and 2023 only 8 months, so 2024 is the first nominally complete year after a break, and it is missing whole streams. EST2024 = 16 observed is NOT defensible. Repair: treat burglary, MVT and aggravated assault as missing and fill; the pre-gap own level is the best basis (2018-2020 = 61/45/50, median 50). The peer-rate check (1096.9/100k x 6,666 = 73) is higher, and the 2023 annualised 19.5 is itself degraded, so neither should drive it. Target ~50. SEPARATE DEFECT worth its own ticket: the crosswalk assigns this ORI exclusively at weight 1 to cousub 5512708275 'Bloomfield town', but FBIpop is 6,666 - far larger than the Town of Bloomfield alone, and consistent with the department covering the Village of Bloomfield (Pell Lake) as well. If so the counts are landing on the wrong polygon and the village is getting nothing."
c-IL0340000-hancock,2024,IL,IL0340000,token_reporting_flag,treat_missing_repair,,38.8,high,0,"Not credible; packet-vocabulary verdict: data_error / structural stream-loss. This is NOT a partial-year problem - both lanes carry 12 months, so no uplift applies and none would help. The repair is stream-shaped: the property side is missing from the record. EST2024=14 observed is not defensible. Recommended basis: reconstruct from the pre-transition property composition (larceny ~38.8, burglary ~19, MVT ~4.4) or from the peer band (593.1/100k x 9,612 = 57); these agree at roughly 50-70, and 2022 (47 at 12 months, the last year with a near-normal mix) is the most conservative anchor. IMPORTANT SCOPE NOTE: do not patch 2024 alone. The collapse starts at 2021 (28) and 2021, 2023 (21) and 2024 (14) all sit far below the pre-transition level of 125-139, so the whole 2021-2024 window for this ORI needs review - filling 2024 from own recent history would propagate the defect rather than repair it."
c-MN0694400-east-range,2024,MN,MN0694400,token_reporting_flag,treat_missing_repair,,,high,0,"1-month token report; repair 2x12/1=24 subject to allocation handling, or mark missing if one-month scaling is too unstable. Statewide-overlap footprint also needs separate geographic resolution. EST2024=2 not defensible."
c-AL0350000-greene,2024,AL,AL0350000,token_reporting_flag,partial_year_uplift,,25,high,0,"Packet-level verdict: token_report_treat_as_partial shading into structural_zero_treat_as_missing. Believable coverage: roughly the 4 months the Return-A lane records, and probably less; do not accept 12. EST2024 = 6 [observedx7] is NOT defensible. Do not repair by annualising (6 x 12/4 = 18 would coincidentally land near the own-history median, but the arithmetic is unearned — the missing burglary and MVT streams are absent, not thinned, so scaling the surviving streams reproduces a distorted mix). Correct handling: void the agency-year and fill from own history, which is well licensed (2023 is a real 12-month report in both lanes at 38). Recommended basis: 2021-2023 own median = 29 (18, 29, 38), with the fill composed on the agency's own baseline mix (larceny ~25, burglary ~12.6, agg assault ~11.4, MVT ~6.8). Ladder check resolves NO: NIB 6 and SRS 6 are the identical total."
c-KY0060000-bath,2024,KY,KY0060000,genuine_low_crime,accept_observed,,,medium,0,Keep 14; EST2024=14 defensible.
c-IL0161B00-stone-park,2024,IL,IL0161B00,token_reporting_flag,flag_review,,,high,0,"Packet vocabulary: data_error — a stream-incomplete NIBRS translation from 2022 onward, affecting 2022, 2023 and 2024 alike, not a token filing of one year. The repair basis must be the full-offence Return-A years, NOT the packet's CIUS baseline: SRS 78 (2019, 12mo), 73 (2020, 12mo), 41 (2021, 12mo). The packet's 'baseline-year average of 51' is understated because it took 2020 from CIUS (34, larceny row blank, 6 of 7 rows) instead of Return-A (73); the correct full-offence baseline is 64/year, and the baseline larceny mean of 18.3 should be ~27. Adjusting for population (4,831 -> 4,349, -10%) and the 2021-2024 national property decline, a defensible 2024 sits near 40-55. EST2024 = 10 [observedx7] is not defensible. Do not read the '2021-2023 baseline median 10, 2024 = 100% of it' line as reassurance — that plateau IS the artifact being measured against itself."
c-PA0028600-port-vue,2024,PA,PA0028600,token_reporting_flag,partial_year_uplift,,,high,0,One believable month; mechanical 1x12/1=12 with a warning that one month and one burglary are a weak basis for annualization. EST2024=1 not defensible.
c-PA0650300-irwin,2024,PA,PA0650300,token_reporting_flag,partial_year_uplift,7,10,high,0,"Packet-vocabulary disposition: token_report_treat_as_partial. Believable months: 7 (the SRS submission record), not 12. This is a months-label defect, not a token filing: the agency submitted 7 real months containing 6 real offences (agg assault 2, burglary 1, larceny 3) and the CIUS lane relabelled it a complete year, which denies it partial-year uplift. Minimum repair: annualise at 7 months, 6 x 12/7 = 10.3, i.e. publish ~10 rather than 6 — the pipeline currently understates this agency-year by ~42%. EST2024 = 6 [observedx7] is NOT defensible. The ladder is also wrong here for a second reason: with both lanes carrying the identical value 6, selection_reason 'publication_lane_standing' picked the lane with the LARGER assumed denominator (CIUS 12mo) over the lane carrying the actual measured denominator (SRS 7mo) — for equal counts, CIUS standing should never override a real months field. RESIDUAL I cannot resolve and am escalating as a sub-question: even at 10.3 the rate is 224 per 100k against a peer median of 930 (24%), and 2023 annualises to the same depressed level (12, 260/100k), while 2018-2022 annualise to plausible rates (1,074 / 861 / 563 per 100k). So Irwin has a second,"
c-TX0613500-northeast,2024,TX,TX0613500,genuine_low_crime,accept_observed,,,medium,0,"Credible as reported for the 2024 agency-year: the published 6 stands and EST2024=6 [observed] is correct. The ladder discarded nothing -- all three 2024 lanes agree at 6 (CIUS 6, NIB 6/12mo, SRS 6/6mo), so no larger equally-complete submission exists. Two separate defects to route, neither of which changes the 2024 value. (1) The real anomaly is the 2021->2022 step (24 -> 4), and it is almost entirely one stream: baseline larceny averages 47.8/yr and has run 1-3/yr since 2022. That must be adjudicated once as a scope/coverage or generator change, not as three separate token years -- the two live readings are a lost larceny generator (US-377 commercial exposure) versus a larceny-recording failure starting in 2022. (2) FOOTPRINT RISK: the agency is named 'Northeast Police Department' while the crosswalk assigns it exclusively at w=1 to a single Census place, Krugerville city (4839916), by provisional_auto/auto. A regionally-named Denton County department plausibly served more than one municipality during the high-larceny years; if so the 2018-2021 counts were never Krugerville-only and the exclusive assignment is wrong. Pipeline consequence either way: exclude this ORI's 2018-2021 b"
c-VT0070000-grand-isle,2024,VT,VT0070000,token_reporting_flag,partial_year_uplift,,,medium,0,"Packet-native verdict: token_report_treat_as_partial. Believable coverage: property capture is roughly 2-3 of 12 months (larceny 4 vs baseline 22.8 = 18%, burglary 1 vs 9 = 11%) while person-crime capture is near-complete; as with Young County the truncation is stream-selective, so a flat 12/months uplift is not the right instrument. Recommended basis: treat 2024 as incomplete and fill from own history - 2023 (18, the last full year the pipeline accepts) as a conservative floor, 2021-2023 median 28.5 as the central estimate. EST2024 = 8 observed is NOT defensible. Multi-lane warning resolves negative: NIB 8/12mo and SRS 8/8mo are one submission, and SRS 8 months is this ORI's LOWEST coverage in the seven-year series (12, 11, 11, 10, 9, 11, 8), which is itself evidence against completeness rather than for it."
c-OH0253400-perry-township,2024,OH,OH0253400,genuine_low_crime,accept_observed,,,medium,0,"Keep 2024 as observed at 7. Do not fill, and do not uplift the 7-month Return-A count. If anything is adjusted it is the screen, not the agency-year: the local_police 2.5-5k peer band is not an apt comparison for a residential township whose own baseline record was 83% larceny."
c-MO0510200-knob-noster,2024,MO,MO0510200,token_reporting_flag,partial_year_uplift,4,4,high,0,"~4 believable months; mechanical floor 4x12/4=12, but prefer missing/low-quality then a history estimate anchored to 2023's 25. EST2024=4 not defensible."
c-PA0541500-hegins-township,2024,PA,PA0541500,token_reporting_flag,partial_year_uplift,2,12,high,0,"Sub-ruling: token_report_treat_as_partial, 2 believable months. SRS = 2 on 2 reported months; CIUS reprints the same 2 with the defaulted 12-month label and outranks it. This is the clearest instance in the batch of publication_lane_standing actively destroying a correct repair — the SRS row on its own would have been annualized to 12 under the existing partial-year rule, and CIUS standing overrides that to publish 2. Annualize 2 x 12/2 = 12, which converges with the own-history trajectory: 2018 = 42 (12 real months), 2019 = 33 on 11mo (36 annualized), 2020 = 23 (12 real months), 2022 = 9 on 6mo (18), 2023 = 7 on 6mo (14). So ~12-14 is the defensible 2024 value, and the two independent routes (2-month ratio and declining own-history trend) agree — an unusually well-determined repair. Composition confirms the record is thinned rather than the crime: aggravated assault 0 against a baseline of 4.5, burglary 0 against 5, MVT 0 against 0.5, and larceny is 100% of the year's total against 66% across baseline years. EST2024 = 2 [observed] is NOT defensible."
c-NJ0020100-allendale,2024,NJ,NJ0020100,token_reporting_flag,treat_missing_repair,,33,high,0,"Nine nominal SRS months but effective coverage unmeasurable; treat missing rather than scaling 8x12/9=10.7, with provisional ~33 from the 2022-23 median of 41 and 25. EST2024=8 not defensible."
c-PA0150900-parkesburg,2024,PA,PA0150900,token_reporting_flag,partial_year_uplift,,30,high,0,"Packet vocabulary: token_report_treat_as_partial, but with an important caveat — months are NOT the binding problem here. 11 of 12 months were submitted, so the honest uplift is only x1.09 (8 -> 8.7); the defect is offense-stream coverage inside the submitted months. Recommended 2024 basis: own-history full-year-equivalents {2018 38 at 12mo, 2019 33.6, 2020 29.5, 2022 14.0, 2023 30.0}, median 30 — publish ~30 (576/100k, still only about half the 1096.9 peer median). Better still, repair per stream: keep robbery 2, aggravated assault 3 and MVT 1 as submitted and fill burglary (baseline 6) and larceny (baseline 22) from own history, which reproduces ~30. Multi-lane check performed as instructed: both 2024 lanes carry 8 with an identical vector, so the ladder did NOT discard a larger equally-complete submission — there is no better 2024 number sitting in the data. EST2024 = 8 observed is not defensible."
c-TN0140000-clay,2024,TN,TN0140000,token_reporting_flag,flag_review,,,high,0,"Data error / under-capture, with a DIRECTLY OBSERVED repair value - the only case in this batch where the correct number does not have to be modelled. Set 2024 to the state-published vector: murder 0, rape 1, robbery 0, aggravated assault 3, burglary 4, larceny 6, motor vehicle theft 5, total 19. Do NOT use a hist_median fill; the primary record supplies the answer. EST2024=9 is NOT defensible. Note this also revises the severity: 19 against a 2021-2023 median of 25 is a mild decline, not the 77% collapse the screen reported, so the 'own-history collapse' framing was itself an artifact of the under-capture. Footprint unchanged (TN nonmunicipal remainder, w=1 exclusive)."
c-PA0092300-upper-makefield-township,2024,PA,PA0092300,genuine_low_crime,accept_observed,,,medium,0,Keep 11; EST2024=11 defensible and should not be uplifted.
c-PA0201400-west-mead-township,2024,PA,PA0201400,token_reporting_flag,treat_missing_repair,,4.75,high,0,"Mislabeled partial year — treat as a 3-MONTH submission, not a complete year. Primary repair: key months_reported to the FBI submission record (3), which strips the false 'complete'/tier-high standing. EST2024=2 [observedx7] is NOT defensible. Mechanical uplift (2 x 12/3 = 8/yr) is defensible only as a FLOOR: the three submitted months show larceny 0 against a baseline of 19/yr (~4.75 expected over 3 months, P(0)~0.9%) and aggravated assault is 100% of the year's total against 26% across baseline years, so the submitted months are themselves partly zero-filled rather than genuinely thin. Best point estimate is the own-history annualized level, ~26-31 Part-I/yr (2018 = 47 on a genuine 12-month SRS submission; 2020 = 15 on 7 months -> 26; 2019 = 11 on 3 months -> 44). Own-history fill is permitted here — 2023 carries a real 1-month report, satisfying the 2-year recency rule. SEPARATE SCREEN DEFECT found in this case and present across the batch: 'population served 5082' is the MAX FBIpop across 2018-2024 (2018 value), not the 2024 value of 4,917 — the 39.4/100k rate back-solves to a denominator of ~5,076. That mis-assigns this agency to peer band (5000,10000] when its 2024 population"
c-TX2520000-young,2024,TX,TX2520000,token_reporting_flag,partial_year_uplift,,10,high,0,"Packet-native verdict: token_report_treat_as_partial (stream-truncated, not month-truncated). Believable coverage: the person-crime stream implies roughly 5 of 12 months captured (agg assault 4 vs baseline 9 = 44%); the three property streams are captured at 0 months. Because the truncation is stream-selective rather than month-selective, a 12/months uplift is the wrong repair: x2.4 on 4 yields ~10, still a third of the agency's own level. Recommended basis: mark 2024 not-observed and fill from own last clean full years 2021 (37) and 2022 (29) -> ~29-33. Exclude 2023 (12 on SRS 8mo) from the fill base; it is the first year of the same failure, not a baseline. EST2024 = 4 observed is NOT a defensible repair. Multi-lane warning resolves negative: NIB 4/12mo and SRS 4/9mo are one submission rendered twice, so no larger equally-complete submission was discarded; the defect is the completeness assumption, not the lane choice."
c-FL0050800-melbourne-beach,2024,FL,FL0050800,token_reporting_flag,partial_year_uplift,,28,high,0,"Packet-taxonomy sub-verdict: token_report_treat_as_partial, effectively a non-report. The primary defect is structural, not agency-specific: the FDLE SPUB row carries months_reported=12, tier high and weight 1.0 purely by pipeline default (artifact 2) while sitting on ZERO months of FBI submission. Recommend the general rule — strip the assumed 12-month/tier-high/weight-1.0 standing from state-publication rows that sit on 0 FBI submission months — then reclassify 2024 as missing and fill from own history: nearest clean full years 2022=27 and 2020=38, own full-year median 29.5, peer 929.7/100k x 3,321 = 30.9. Recommend ~28-30. The own-history rule (real report within 2 years) is satisfied by 2022. Do NOT repair by uplift: 1 x 12 = 12 is both short of baseline and a twelvefold multiplication of a single count. EST2024=1 [observed] is not defensible."
c-MA0020600-dalton,2024,MA,MA0020600,token_reporting_flag,treat_missing_repair,10,,high,0,"Do not retain 12; 10 believable months give a 14.4 floor but the mix is broken, so treat missing and use validated local/state data or a model on recent complete history. EST2024=12 not defensible."
c-PA0101800-buffalo-township,2024,PA,PA0101800,token_reporting_flag,partial_year_uplift,10,45,high,0,"Sub-verdict: token_report_treat_as_partial, and additionally content-incomplete. Believable months: 10 (the SRS month count), not 12. First, the SITUATION's multi-lane warning: the ladder did NOT discard a larger submission — CIUS 10 and SRS 10 are the same count. What it discarded is the only real field in the pair, months_reported=10, replacing it with 12. Second, and more damaging, COMPOSITION OVER SLOPE fires hard: aggravated assault holds at 5 vs a baseline 8 (62%) while larceny collapses to 2 vs a baseline 26.5 (7.5%), and the mix inverts — aggravated assault is 50% of the year against 21% across baseline years, larceny 20% against 70%. That is a stream leaving the record, not crime falling. The 10 reported months average 1.0 offence/month against a baseline 3.2/month, so the reported months are themselves content-incomplete; plain annualisation (10 x 12/10 = 12) therefore under-repairs. EST2024 = 'observed 10' is NOT defensible; it is roughly a 4x understatement. Recommend own-history fill: genuine full years 45 (2018 CIUS/12mo) and 31 (2020 SRS/12mo), annualised 65.5 (2019), 50.0 (2022), 34.7 (2023) — median ~45, baseline average 38. Recommend ~35-45, which at pop 8,228 is "
c-AL0580800-margaret,2024,AL,AL0580800,token_reporting_flag,treat_missing_repair,7,34,high,0,"Not credible as published; primary treatment token_report_treat_as_partial with at most 7 believable months (the Return-A month count, SRS 7/7mo — the NIBRS 12-month batch header is contradicted by it), but partial-year uplift is an INSUFFICIENT repair here and I recommend structural handling instead: mark 2024 missing and fill from own history. Why uplift fails: 7 x 12/7 = 12 total, still only 32% of the agency's own 37.2/yr baseline, and annualisation cannot restore streams that are absent rather than reduced (aggravated assault 0 against a baseline of 6.2, plus murder, rape and robbery all 0). Recommended basis: last clean 12-month years 2021 (35) and 2022 (34), scaled for the +17% population growth from 2022 (5,685) to 2024 (6,641) => ~34-40 total Part-I with the baseline mix (agg assault 6 / burglary 5 / larceny 20 / MVT 5). Peer reference: 1096.9/100k on 6,641 => ~73, which I treat as an upper bound only, since this agency has always run well below its band. EST2024 = 7 observed is NOT defensible."
c-PA0041700-north-sewickley-township,2024,PA,PA0041700,token_reporting_flag,partial_year_uplift,,,high,0,"Four believable months; partial-year estimate 8x12/4=24 annualizing each offence, with a categorical-underreporting warning. EST2024=8 not defensible as a complete year."
c-PA0650800-mount-pleasant,2024,PA,PA0650800,token_reporting_flag,partial_year_uplift,7,,high,0,"Packet-vocabulary disposition: token_report_treat_as_partial is available (7 believable months per SRS) but INSUFFICIENT — 1 x 12/7 = 1.7 offences, 41 per 100k for a 4,134-person borough with its own PD, which is not a reachable crime outcome. I rule structural/token → treat_as_missing for 2024. EST2024 = 1 [observedx7] is NOT defensible, and neither is the 7-month uplift. REPAIR BASIS, and this is the load-bearing part: do NOT use own history. This agency has a reporting-regime break, not a crime break — 2018 is 51 offences on 10 months (61 annualised, 1,432 per 100k, plausible), and every year from 2019 on annualises to 3.3-6.9 (80-165 per 100k, 9-18% of the peer median 930) with submission months essentially unchanged (10→9). The collapse happened inside the submissions, so the post-break years are contaminated by the same defect as 2024 and an own-history fill just re-publishes the defect; the pre-break 2018 is six years stale and fails the landed 'real report within 2 years' rule. A peer-based fill for the (2500,5000] local_police band is the more defensible basis here — the rare case where peer imputation beats own-history because the agency's own record is the thing that is "
c-WI0131600-marshall-village,2024,WI,WI0131600,token_reporting_flag,flag_review,,,high,0,"Property streams are absent from the 2024 record. 2024 = 6 (murder 1, agg assault 4, larceny 1, everything else 0) against a baseline-year average of 31.2 with larceny 17.7. Retention is 5.7% for larceny, 0% for burglary and MVT, but 52% for aggravated assault; agg assault moves from 25% to 67% of the year's mix while larceny falls from 57% to 17%. That is a change in which streams reach the record, not a change in how much crime there was. EST2024 = 6 observed is NOT defensible. Repair: keep the person offenses as reported (murder 1, agg assault 4) and treat larceny/burglary/MVT as missing, filling from the agency's own clean history - 2021-2023 own median 28, baseline average 31.2, peer-rate check 929.7/100k x 3,816 = 35.5. A repaired total in the 28-32 range is defensible; 6 is not. Separately worth a look: a homicide in a 3,816-person village alongside one recorded larceny is exactly the profile of an agency pushing only major/person incidents."
c-IA0980000-worth,2024,IA,IA0980000,token_reporting_flag,treat_missing_repair,,6,high,0,"Packet vocabulary: token_report_treat_as_partial / stream-incomplete. The believable coverage for the streams that did report is about 7 months (Return-A's own label), but larceny is missing outright rather than thinned, so month-scaling is the wrong repair. Repair per offence: keep murder 0 / rape 1 / robbery 0 / agg assault 2 / burglary 5 / MVT 1 and fill larceny from own history (2018-2023 mean 16; on the recent trend ~6-10), giving a 2024 total near 16-20 rather than 9. EST2024 = 9 [observedx7] is not defensible. Ladder note: selection reason 'greater_month_coverage' chose the NIBRS 12-month label over the Return-A 7-month label — that is precisely the choice that certifies the year as complete and denies it any partial-year uplift; when two lanes render one submission, taking the larger month label systematically biases thin years downward."
