# stage1_adjudications registry: zero_missing_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/zero_missing_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T04:10:35+00:00
# source_sha256: 47cab976df81797903489372c69534c54f2074e2e0d15c46f4c3f8c965e2b6cd
# rows_written: 263
case_id,target_year,state,oris,verdict,downstream_action,believable_months,confidence,needs_review,detail
r-NY0353600-tuxedo-park-village,2024,NY,NY0353600,misread_missing,treat_missing_repair,,medium,1,"MISSING + fill ≈3-5. Anchor on the last demonstrably full-coverage year (2023: 3 offences on 12 filed months, independently corroborated at 3 by SPUB), with 2018 (11 on 12 filed months) as the upper bound and the exposure-weighted rate (16 offences / 29 filed months = 0.55/month → 6.6/yr) in between; carry ~3-5 at an imputed tier. Also mark the 2020 and 2022 zeros as non-reports rather than data (both 0 filed months, no state row; CIUS printed the 2022 one as a 12-month zero) — leaving them in the panel is what will launder every future base rate for this ORI. Caveat stated plainly: absolute plausibility is the weakest of the batch here — a 639-person gated village at ~3/yr has roughly a 5% chance of a genuinely crime-free year — so the fill should stay conservative and flagged imputed, and DCJS's 2024 months-reported footnote would settle the case outright."
x-IL0320300-mazon,2024,IL,IL0320300,genuine_zero_year,retain_zero,,medium,0,carry as observed
x-KY1130200-sturgis,2024,KY,KY1130200,misread_missing,treat_missing_repair,,high,0,missing and fillable
b2-KY0860300-fountain-run,2024,KY,KY0860300,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for all seven offences, 12 months, no fill."
b2-MA0080600-goshen,2024,MA,MA0080600,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for all seven offences, 12 months, no fill."
r-PA0580300-lanesboro,2024,PA,PA0580300,misread_missing,treat_missing_repair,,high,0,"2024 goes MISSING and fillable — and 2020, 2021, 2022 and 2023 must be flagged MISSING on the identical basis; the CIUS printed 0 for 2023 sits on the same 0-month submission record as 2024. ZERO believable months in any of the five years. REJECT mass_hint 2.5: the CIUS-lane median {2018:5, 2023:0} averages one real year against a 0-month non-report year — own-history laundering. Fill anchored on the only years with real coverage: 2019 (2 on 11 filed months → ~2.2/yr) and 2018 (CIUS 5, itself on a 7-month submission); the peer band independently agrees (503.4/100k x 492 → ~2.5/yr), so ~2-2.5/yr, composition agg assault ~4, burglary ~1 (thin). CONDITIONAL ON SUCCESSION: fill only if no live ORI covers the Lanesboro borough footprint (cousub 4211541336). PA boroughs of this size are commonly policed by PA State Police after disbanding a local PD, and the packet's own landed rule holds that a dead ORI whose weight-1.0 footprint is covered by a live ORI is superseded and never filled — filling here on top of a PSP troop that already reports the borough would double-count."
r-PA0640300-waymart,2024,PA,PA0640300,misread_missing,treat_missing_repair,,high,0,"2024 must go MISSING, not 0. Zero months were filed in the only submission lane (SRS 0mo, total 0) and there is no NIBRS row, so the CIUS '12 months' is a pipeline default and the printed zero row is the frozen Return-A master file's empty row for an agency that submitted nothing; CIUS is not independent corroboration (99.88% cell agreement with the master file). Uplift is void (0 x 12/0). FILL BASIS: own history cannot carry it. The last filed month is 2019, so the fill is outside the 2-year real-report rule, and 2020-2023 are all 0-filed-month non-reports -- the pipeline's hist_median of 2.5 and the '5 consecutive zero years' are both laundered from a degraded tail. Anchor on the peer band: local_police, FBIpop 1,287, in-band peer median 702.6/100k -> ~9 Part-I offences, larceny-dominant composition. That anchor is corroborated by the last substantially covered year: 2018 = 5 offences on 7 filed months = 8.6/yr = 678/100k, statistically indistinguishable from the 702.6/100k peer median, i.e. Waymart looked like an ordinary in-band peer while it was still filing. Pooling all filed exposure 2018-2023 (6 offences over 17 filed months = 4.2/yr) is the conservative floor, so the defen"
x-IL0790900-ruma,2024,IL,IL0790900,misread_missing,treat_missing_repair,,medium,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is BLOCKED (last positive 2021, outside the 2-year window), so route place 1766287 to the peer / silent-agency path for band (0,1000]: ~1.5-2 offences at pop 309 (503.4 per 100k implies 1.6), which also sits at the floor of the agency's own demonstrated 2-4/yr rather than at its 3/yr baseline. 2022 and 2023 carry the identical signature and belong in the same treatment. Footprint unchanged: place 1766287 ""Ruma village"", w=1 exclusive."
x-ME0151700-milbridge,2024,ME,ME0151700,misread_missing,treat_missing_repair,,high,0,missing and fillable
x-MN0470200-eden-valley,2024,MN,MN0470200,misread_missing,treat_missing_repair,,medium,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is available and in-window (2023 is a real 12-month report): carry ~4 Part-I offences (complete years 2021-2023 = 2, 9, 4; median 4), composition agg assault ~1.7 / larceny ~3.3. Record explicitly that 2018's published zero must NOT be used as evidence this agency produces genuine zero years - the packet itself flags it as blank-as-zero (a CIUS 12-month label sitting on a 2-month Return-A record). Footprint unchanged: place 2718134 ""Eden Valley city"", w=1 exclusive."
b2-GA1290200-leslie,2024,GA,GA1290200,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for all seven offences, 12 months, no fill — but flag this ORI for re-review on the 2025 panel: a third consecutive zero would make it structural non-reporting."
b2-GA1550500-dalton-state-college,2024,GA,GA1550500,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for all seven offences, 12 months, no fill. Note the footprint is the Georgia statewide overlap layer, so a fabricated fill would smear invented crime across the whole state."
b2-IL0570700-danvers,2024,IL,IL0570700,misread_missing,treat_missing_repair,,high,0,missing and fillable
b2-KY0450400-south-shore,2024,KY,KY0450400,genuine_zero_year,retain_zero,,medium,0,carry 0 as observed
b2-KY0710400-lewisburg,2024,KY,KY0710400,genuine_zero_year,retain_zero,,medium,0,carry 0 as observed
b2-KY0930300-pewee-valley,2024,KY,KY0930300,misread_missing,treat_missing_repair,,high,0,missing and fillable
b2-MA0070400-chester,2024,MA,MA0070400,misread_missing,treat_missing_repair,,medium,0,missing and fillable
b2-MN0800400-menahga,2024,MN,MN0800400,genuine_zero_year,retain_zero,,medium,0,carry 0 as observed
b2-MO0241000-oakview-village,2024,MO,MO0241000,genuine_zero_year,retain_zero,,high,0,carry 0 as observed
b2-NH0084000-new-castle,2024,NH,NH0084000,genuine_zero_year,retain_zero,,medium,0,carry 0 as observed
r-NY0492000-interlaken-village,2024,NY,NY0492000,misread_missing,treat_missing_repair,1,high,0,"2024 must go MISSING, not 0. One filed month (SRS 1mo, total 0) sits behind three lane rows all labelled 12 months (CIUS, SPUB, both by pipeline assumption). One month cannot measure a year, and the zero cannot be uplifted (0 x 12 = 0), so treating it as a 1-month partial republishes the same zero. SPUB is not corroboration here: it survived _drop_state_publication_non_reports only because the FBI lane shows a positive month count, and that positive count is the single token month. FILL BASIS: 2023 is the one demonstrably full-coverage year (SRS 12 filed months, total 3, all larceny; 479/100k) and it is inside the 2-year real-report rule -> carry ~3, all larceny. Independently, the in-band peer median (503.4/100k x 626 = 3.2) lands on the same number, and pooled filed exposure 2018-2023 (4 offences over 26 filed months = 1.9/yr) is the floor; bracket 2-3, prefer 3. Do NOT use the pipeline's own-history median of 1: it is built from 2018 (0 on 5 filed months, a partial-year zero) and 2022 (1 on 2 filed months, a token year published as complete)."
r-PA0211000-shiremanstown,2024,PA,PA0211000,misread_missing,treat_missing_repair,,high,0,"2024 must go MISSING, not 0. One filed month (SRS 1mo, total 0) behind a CIUS 12-month label; uplift of the zero is arithmetically void. This is the batch's clearest case of a false zero deleting real crime: the population floor fires (FBIpop 1,652 > 1,500) and the ORI carries 17 Part-I offences over 21 filed months in 2018-2023. FILL BASIS: anchor on 2019, the only near-full-coverage year (8 offences on 11 filed months -> 8.7/yr, 538/100k). It is corroborated from two directions -- pooled filed exposure 2018-2023 gives 9.7/yr, and the in-band peer median gives 702.6/100k x 1,652 = 11.6. Carry ~10 (bracket 9-12), composition as in 2019: larceny ~5-6 plus roughly one each of aggravated assault, burglary and motor vehicle theft. Do NOT use the pipeline's own-history median of 2: it comes from the 2018 CIUS row, which itself sits on only 3 filed months, while 2021 and 2022 are 0-filed-month non-reports carrying no level information at all."
r-PA0600600-new-berlin,2024,PA,PA0600600,misread_missing,treat_missing_repair,,high,0,"2024 must go MISSING, not 0. Two filed months (SRS 2mo, total 0) behind a CIUS 12-month label. At this agency's own measured level the expected count over two months is about 0.35, so a zero across those two months is uninformative, and uplift cannot rescue it (0 x 6 = 0). FILL BASIS: this is the cleanest own-history fill in the batch -- 2022 and 2023 are both demonstrably full 12-month SRS years at 2 offences each, and 2023 satisfies the 2-year real-report rule. Carry 2, with the 2018/2022/2023 baseline composition (larceny ~1.3, aggravated assault ~0.3, burglary ~0.3). Pooled filed exposure 2018-2023 (7 offences over 40 filed months = 2.1/yr) confirms it. Do NOT override this with the in-band peer median (503.4/100k x 782 = 3.9): two adjacent full-coverage years of the agency's own record beat a band median, and the agency's larceny-dominant mix is the normal small-borough shape, so nothing suggests hidden streams. Do not read 2020-2021 as zero years either -- both are 0-filed-month non-reports."
x-IL0750400-pleasant-hill,2024,IL,IL0750400,misread_missing,treat_missing_repair,,high,0,"2024 must not stand as a measured zero: set the agency-year MISSING and fillable, and treat the 2021-2023 all-zero run the same way. Own-history fill is barred (last real positive is 2019, outside the 2-year window), so the fill has to come from the peer band: local_police, pop band (0,1000], median 503.4/100k on FBIpop 903 = ~4-5 Part-I offences, which is conservative against this agency's own 2018 level of 24. Token/partial is not available: the year has no positive content and uplift of a zero returns zero (2024 SRS is 0 on 0 months)."
x-KY0920400-centertown,2024,KY,KY0920400,misread_missing,treat_missing_repair,,medium,0,"Missing and fillable; the 2024 CIUS/NIB rows must not stand as an observation. Own-history fill is available and in-window (2022 and 2023 are both real 12-month years at 2 offences, SRS and NIB agreeing): carry ~2 Part-I offences, composition burglary 0.7 / larceny 1 / MVT 0.3. Route separately to Stage-2 ORI-status/succession review: if KY0920400 was inactive or dissolved for 2024 then place 2113870 (""Centertown city"", w=1 exclusive to this ORI alone) has no live agency and needs successor coverage (Ohio County SO) rather than either a hard zero or an own-history fill."
x-MN0640700-walnut-grove,2024,MN,MN0640700,misread_missing,treat_missing_repair,,medium,0,"Set 2024 MISSING and fillable, and 2023 with it (identical defect). Own-history fill is permitted here (2022 is inside the 2-year window) and is defensible: the agency's three full-year records are 3, 3, 4, so ~3 offences, which coincides with the peer-band rate for the polygon (503.4/100k x 732 = 3.7) - no peer fill needed. Token/partial is not available: no positive content in 2024, and uplift of a zero returns zero."
x-OK0120300-boswell,2024,OK,OK0120300,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for 2024; no fill, no uplift. Flag for the record that the 2019-2020 level (9, 13) is stale and belongs to a 15%-larger recorded population (687 vs 583) - it must not be used as a fill baseline if this year is ever revisited, and it is what makes the own-history arm fire. Footprint unchanged: place 4007750 ""Boswell town"", w=1 exclusive."
x-OK0241500-lahoma,2024,OK,OK0241500,misread_missing,treat_missing_repair,,high,0,"Set 2024 MISSING and fillable, and 2023 with it. Own-history fill is permitted (2022 is inside the 2-year window) and lands at ~3; the agency's own five-year mean is 5.4 and the peer-band rate is 503.4/100k x 522 = 2.6, so a fill in the 3-5 range is defensible from this packet. Token/partial is vacuous: the 2024 SRS row carries 2 months with no content and the NIBRS header carries 12 months with no content, so there are no believable months to preserve and uplift of a zero returns zero."
x-TX1660300-thorndale,2024,TX,TX1660300,misread_missing,treat_missing_repair,,high,0,"Set 2024 MISSING and fillable, and 2023 with it. Note the fill source matters: own-history inside the 2-year window reaches only the already-degraded 2022 value (2 offences), which would carry the collapse forward. The agency's real full-year baseline is 18/yr (2018: 28 at 12 months, corroborated in CIUS, NIB and 11-month SRS; 2021: 8 at 12 NIBRS months) and the peer band gives 702.6/100k x 1,399 = ~10, so a fill in the 8-18 range is what this packet supports. Token/partial is not available: no positive content, and uplift of a zero returns zero."
b2-KY0451000-bellefonte,2024,KY,KY0451000,genuine_zero_year,retain_zero,,high,0,carry 0 as observed
b2-MI6461200-new-era,2024,MI,MI6461200,genuine_zero_year,retain_zero,,high,0,carry 0 as observed
x-MN0230100-chatfield,2024,MN,MN0230100,misread_missing,treat_missing_repair,,medium,0,"Set 2024 MISSING and fillable, and 2023 with it. Own-history fill is technically permitted (2022 is inside the 2-year window) but reproduces the defect: this ORI's own 2020-2024 record averages ~2 offences a year, i.e. about 60/100k for a city of 2,991, roughly 6% of its population band's median (929.7/100k). The defensible fill source is the peer band (929.7/100k x 2,991 = ~28), not this ORI's own suppressed history. Token/partial is not available: no positive content, and the 2-month 2024 SRS row multiplies to zero."
x-MN0280100-caledonia,2024,MN,MN0280100,misread_missing,treat_missing_repair,,high,0,"Set 2024 MISSING and fillable; the whole 2020-2024 run carries the same defect and should go with it. Own-history fill is barred (last positive is 2019, outside the 2-year window) and would be unusable anyway - the 2018 and 2019 '3 offences' are 12-month CIUS labels sitting on 3-month and 10-month/4-month submission records. Peer band is the only defensible source: 929.7/100k x 2,775 = ~26 offences. Token/partial is not available: no positive content, and 2021-2024 SRS are zeros on 0 months."
b2-AR0030500-norfork,2024,AR,AR0030500,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for 2024 (all seven offences), no fill, no partial-year treatment. No change to the municipal:place:0550000 footprint."
b2-GA0471100-albany-technical-college,2024,GA,GA0471100,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for 2024, no fill. Note that no defensible repair value exists anyway: FBI population served is 0/null for every year, so no peer-rate fill can be formed, and the last positive is 2019 (outside the 2-year own-history fill rule)."
b2-IL0493300-tower-lakes,2024,IL,IL0493300,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:1775874 footprint."
b2-IL0501600-tonica,2024,IL,IL0501600,unclear_escalate,retain_current_flag_review,,medium,1,"Do not settle from this packet. What would resolve it: (a) the Illinois State Police ILUCR published agency-level 2024 table for Tonica (an independent state-publication lane the panel does not currently carry for IL), or (b) the all-offence-type incident count in Tonica's twelve 2024 NIBRS monthly batches — any non-Part-I incident proves the RMS was live and the Part-I zero is genuine; twelve literally empty batches prove an automated zero-filer. Until then the 2024 published zero should be held out of the observed lane rather than either carried as measured or filled."
b2-IL0842800-lincoln-land-comm,2024,IL,IL0842800,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for 2024, no fill. Footprint (Illinois statewide overlap layer, weight 1) unchanged."
b2-KY0562300-meadow-vale,2024,KY,KY0562300,genuine_zero_year,retain_zero,,medium,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2151258 footprint."
b2-KY0563600-strathmoor-village,2024,KY,KY0563600,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2174082 footprint."
b2-KY0600200-pippa-passes,2024,KY,KY0600200,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2161374 footprint."
b2-KY1100400-trenton,2024,KY,KY1100400,genuine_zero_year,retain_zero,,high,0,"Carry 0 as observed for 2024, no fill. Keep the municipal:place:2177592 footprint."
b2-MN0340200-atwater,2024,MN,MN0340200,unclear_escalate,retain_current_flag_review,,medium,1,"Do not settle from this packet. What would resolve it: (a) the Minnesota BCA published agency-level 2024 Uniform Crime Report table for Atwater PD — an independent state-publication lane the panel does not currently carry for MN, and the only genuinely non-FBI measurement available for this ORI; or (b) the all-offence-type incident count in Atwater's twelve 2024 NIBRS monthly batches (any non-Part-I incident settles it as a genuine Part-I zero; twelve empty batches settle it as RMS zero-filing after policing consolidation). Hold the 2024 zero out of the observed lane pending one of those; do not fill from peers in the meantime, since the defendable range spans 0 to ~4."
b2-MO0540300-corder,2024,MO,MO0540300,genuine_zero_year,retain_zero,,medium,0,Carry the reported 2024 zero as an observed 12-month year.
b2-MO0870100-center,2024,MO,MO0870100,misread_missing,treat_missing_repair,,medium,0,Carry 2024 as missing and fillable; no submitted-month count can be defended as genuine coverage.
b2-OK0200300-arapaho,2024,OK,OK0200300,genuine_zero_year,retain_zero,,medium,0,Carry the reported 2024 zero as an observed 12-month year.
b2-OK0320400-calvin,2024,OK,OK0320400,genuine_zero_year,retain_zero,,medium,0,Carry the reported 2024 zero as an observed 12-month year.
b2-OK0411400-sparks,2024,OK,OK0411400,genuine_zero_year,retain_zero,,high,0,Carry the reported 2024 zero as an observed 12-month year.
b2-OK0570600-avant,2024,OK,OK0570600,genuine_zero_year,retain_zero,,medium,0,Carry the reported 2024 zero as an observed 12-month year.
b2-OK0641700-rattan,2024,OK,OK0641700,genuine_zero_year,retain_zero,,medium,0,Carry the reported 2024 zero as an observed 12-month year.
b2-SC0019E00-erskine-college,2024,SC,SC0019E00,unclear_escalate,retain_current_flag_review,,medium,1,The settling record is Erskine College's 2024 campus-police incident/UCR extract or documentation that policing responsibility transferred to another agency; retain for supervisor review meanwhile.
b2-SC0450500-lane,2024,SC,SC0450500,genuine_zero_year,retain_zero,,medium,0,Carry the reported 2024 zero as an observed 12-month year.
b2-TX0290100-point-comfort,2024,TX,TX0290100,genuine_zero_year,retain_zero,,medium,0,Carry the reported 2024 zero as an observed 12-month year.
b2-TX0912300-tom-bean,2024,TX,TX0912300,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed across all seven offences. Believable months = 12 (NIBRS batch header); no uplift, no fill, no partial-year flag. No repair value is proposed or needed."
b2-TX1800100-vega,2024,TX,TX1800100,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed across all seven offences. Believable months = 12 (NIBRS batch header); no uplift, no fill. Confidence is medium rather than high only because 2024 is this ORI's first 12-month zero year, so it has no zero-then-recover precedent of its own."
r-NY0223300-sackets-harbor-village,2024,NY,NY0223300,misread_missing,treat_missing_repair,,medium,0,"2024 must go MISSING rather than stand as an observed measured zero -- but the repair is numerically almost a no-op, and the load-bearing half of this ruling is what the fill must NOT be. Record: one filed month (SRS 1mo, total 0) behind CIUS 0/12mo and SPUB 0/12mo, both 12-month labels being pipeline defaults. FILL BASIS: this ORI's demonstrably full-coverage years are 2019 (SRS 12 filed months, total 0 -- a real measured zero year) and 2023 (SRS 12 filed months, total 1 larceny; 70/100k); pooled filed exposure 2018-2023 is 2 offences over 33 filed months = 0.7/yr. Carry ~1 (bracket 0-1), all larceny. CRITICAL: the peer-rate floor must not drive this fill. 702.6/100k x 1,432 = ~10 offences would fabricate roughly ten times a level this agency has measured under full coverage twice, and its larceny-only composition is exactly the normal shape for a village of 1,432, so there is no compositional sign of suppressed streams. Also disregard the 2021 SPUB figure of 2 as evidence of level: it sits on a 0-month SRS submission and diverges from the FBI lane by more than 20%, so it is a publication difference, not a second measurement."
r-PA0545000-reilly-township,2024,PA,PA0545000,misread_missing,treat_missing_repair,,high,0,"2024 must go MISSING, not 0. Zero filed months in the only submission lane and no NIBRS row, so the printed CIUS zero row is the master file's empty row and the 12-month label is a default. The FLAG/REJECT disposition conflict resolves to REJECT because a FLAG/uplift disposition on a 0-month zero is arithmetically void (0 x 12/0). FILL BASIS: own history is time-barred. The last full-coverage year is 2018 (SRS 12 filed months, total 1 larceny; 145/100k), 2019 filed a single month, and 2020-2023 are all 0-filed-month non-reports, so there is no real report within 2 years and the six 'consecutive zero years' are non-reports rather than measured zeros. Under the recency rule the fill must come from the peer band: 503.4/100k x 640 = ~3 Part-I offences, larceny-dominant. The agency's single measured full year (1) is the conservative floor, so the bracket is 1-3. COVERAGE CAVEAT that should be settled before the fill is trusted: six years of non-filing by a 640-person Schuylkill County township department is the signature of a disbanded department, in which case Reilly township is policed by the PA State Police and its exposure belongs on the PSP footprint; filling this ORI while also cr"
r-PA0580400-montrose,2024,PA,PA0580400,misread_missing,treat_missing_repair,,high,0,"2024 must go MISSING, not 0. Zero filed months and no NIBRS row behind the CIUS 0/12mo row; the FLAG/REJECT conflict resolves to REJECT because uplift on a 0-month zero cannot return anything but 0. FILL BASIS: own history is both usable and recent here -- 2020, 2022 and 2023 are all demonstrably full 12-month SRS years (2, 1, 1; baseline average 1.3), 2023 satisfies the 2-year real-report rule, and pooled filed exposure 2018-2023 is 4 offences over 42 filed months = 1.1/yr. Carry ~1-2. Explicitly do NOT take the in-band peer median (702.6/100k x 1,274 = ~9), which would fabricate roughly seven times a level this ORI has measured under full coverage three separate times. COMPOSITION CAVEAT to ride with the fill: the baseline shape is aggravated assault 1.0 against larceny 0.3, which inverts the normal small-borough Part-I mix (larceny usually dominates), so Montrose's own 'full' years may themselves under-capture larceny. That argues for taking the top of the own-history range (2) and raising a review flag on this ORI's larceny stream -- not for reaching for the peer rate. Do not read 2018 (0 on 5 filed months) or 2019 (0 on 1 filed month) as zero years."
r-PA0654200-west-leechburg,2024,PA,PA0654200,misread_missing,treat_missing_repair,,high,0,"2024 must go MISSING, not 0. Two independent facts kill the published figure: the ORI filed zero months in 2024 (no SRS months, no NIBRS row), and it is ABSENT from the FBI's own CDE 2024 agency roster, yet the CIUS table still carries a full row of printed zeros for it. That is a dead ORI's stale row, not a measured year. HANDLING: resolve this as an ORI-succession/coverage question before any fill. The footprint is West Leechburg borough cousub 4212983328 at weight 1 exclusive, so if the borough is now policed by a live agency (PA State Police non-municipal coverage, or a regional/neighbouring department), this ORI should be superseded and never filled and the exposure credited to the live agency; the 2026-07-29 supersession rule did not fire only because no live ORI is currently mapped onto that polygon. If no live agency is found, fill the borough from the peer band: 702.6/100k x 1,235 = ~9 Part-I offences. Own history cannot carry the fill -- the only full-coverage year is 2019 (SRS 12 filed months, total 2, both larceny; 164/100k), five years stale and outside the 2-year real-report rule, while 2018 and 2022 are 1-filed-month zeros and 2020, 2021, 2023 are 0-filed-month non-r"
x-IA0060400-urbana,2024,IA,IA0060400,unclear_escalate,retain_current_flag_review,,medium,1,"Do not let the 2024 zero stand unexamined and do not fill it blind. Two records would settle it: (a) whether IA0060400 appears on a later vintage of the FBI's 2024 agency roster - it is ABSENT from the roster in hand while CIUS, NIBRS (12-month header) and SRS all carry 2024 rows for it, and the FBI records population served as 0 for 2020-2022 before 1,642/1,649 in 2023-24, with no place code on the ORI's own panel row; and (b) whether Benton County SO rather than this ORI holds policing for Urbana city in 2024, which would put the polygon's crime under a different ORI. If the year is then ruled unusable, the only fill this packet supports is the agency's own 2023 value (1 offence, inside the 2-year window); a peer-band fill would insert ~12 offences (702.6/100k x 1,649) against an ORI whose entire recorded history is one larceny."
x-NH0074800-sutton,2024,NH,NH0074800,genuine_zero_year,retain_zero,,medium,0,"Carry the published 0 as observed - no uplift, no fill, no repair. The 1-month 2024 SRS row needs no treatment: it is the same submission re-rendered, and uplift of a zero returns zero regardless."
x-OK0310800-mccurtain,2024,OK,OK0310800,misread_missing,treat_missing_repair,,medium,0,"Missing and fillable; do not carry 0 as observed. Own-history fill is BLOCKED (last positive 2021, outside the 2-year window), so the repair is the peer / silent-agency path for band (0,1000]: ~1.8-2 offences at pop 368 (503.4 per 100k implies 1.85). Do NOT repair toward the agency's 10.5/yr baseline - the 14 and 7 years belong to a recorded population of ~500 and are four to six years stale. 2022 and 2023 carry the identical signature and belong in the same treatment. Footprint unchanged: place 4044950 ""McCurtain town"", w=1 exclusive."
x-PA0542800-tower-city,2024,PA,PA0542800,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed; no repair to 2024. Worth noting for the cleanup queue that the packet's own blank-as-zero test fires on this ORI's 2020 CIUS row (12-month publication label sitting on a 0-month submission record, no NIB row at all) and does not fire on 2024 - 2020, not 2024, is the year on this panel that should go missing."
x-TX2340200-edgewood,2024,TX,TX2340200,misread_missing,treat_missing_repair,,medium,0,"Set 2024 MISSING and fillable, and 2023 with it. Own-history fill is permitted (2022 is inside the 2-year window) but its base is unreliable: the 2022 record is 2 offences that are both murders with zero property crime, which is not a usable composition for a town of 1,700. The better anchors in this packet are the 2021 near-full year (8 offences on an 11-month NIBRS header, annualising to agg assault ~5.5 and larceny ~3.3) and the peer band (702.6/100k x 1,763 = ~12). Token/partial is not available: the 2024 record has no positive content and the SRS row is a zero on 0 months, so uplift returns zero."
b2-IL0571400-stanford,2024,IL,IL0571400,genuine_zero_year,retain_zero,12,low,0,"Carry the published 0 as observed, but flag this as the weakest zero in the batch - it is the one case here worth re-opening if any enrichment becomes available. Believable months = 12. Overturning it would send 2024 to missing-and-fillable, and the fill would be the 2021-2023 baseline median of 5 offences for a 582-person village, which the record supports no better than the zero does. Records that would settle it: (a) the NIBRS zero-report segment indicator on Stanford's 2023 and 2024 monthly submissions - a true zero-report versus an empty batch header resolves this directly; (b) the Illinois State Police I-UCR agency submission record for Stanford PD 2023-24; (c) whether Stanford Village still runs its own patrol or has contracted McLean County."
b2-KY0950100-booneville,2024,KY,KY0950100,genuine_zero_year,retain_zero,12,high,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill."
b2-MN0170500-westbrook,2024,MN,MN0170500,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill. Second-weakest case in the batch after Stanford - if a re-check budget exists beyond Stanford, spend it here. Resolving record: the Minnesota BCA agency-level submission/zero-report record for Westbrook PD 2023-24."
b2-MN0410100-tyler,2024,MN,MN0410100,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill."
b2-MO0540100-alma,2024,MO,MO0540100,genuine_zero_year,retain_zero,12,medium,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill. Note for the ledger: the whole dispute here is worth at most one offence, since this ORI's highest annual total ever recorded is 1."
b2-NH0057000-sugar-hill,2024,NH,NH0057000,genuine_zero_year,retain_zero,12,high,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill."
b2-OK0572300-wynona,2024,OK,OK0572300,genuine_zero_year,retain_zero,12,high,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill."
b2-OK0680600-gans,2024,OK,OK0680600,genuine_zero_year,retain_zero,12,high,0,"Carry the published 0 as observed across all seven offences. Believable months = 12; no uplift, no fill."
b2-SC0210700-quinby,2024,SC,SC0210700,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
b2-TX0911800-grayson-college,2024,TX,TX0911800,genuine_zero_year,retain_zero,,medium,0,genuine_zero_year
r-NY0022200-andover-village,2024,NY,NY0022200,misread_missing,treat_missing_repair,,high,0,"2024 must not stand as an observed measured full year. Set the agency-year MISSING and fillable. Fill basis: anchor on 2022, the ONLY demonstrably full-coverage year in the record (12 SRS filed months, total 1 = 1 aggravated assault) -> ~1 Part-I/yr; 2022 is within the 2-year own-history recency rule so this fill is admissible. The base is thin (one count over one 12-month exposure year), so if own-history is judged too thin the peer band (0,1000] gives 503.4/100k x 889 = 4.5/yr as the alternative. Either way the panel carries 1-5, not 0. EXCLUDE from any base rate: 2018, 2019, 2020, 2021, 2023 (0 filed months each) and the own-history median of 0/0.5 computed from them."
r-PA0561100-jennerstown,2024,PA,PA0561100,misread_missing,treat_missing_repair,,high,0,"Set the 2024 agency-year MISSING and fillable. Fill basis: anchor on 2019, the last near-full-coverage year (11 filed months, total 4 -> 4.4/yr annualised), composition 1 aggravated assault / 1 burglary / 2 larceny. The 2-year own-history recency rule is FAILED (last filed month is 2020, four years back), so the pipeline's admissible route is the peer band (0,1000] at 503.4/100k x 662 = 3.3/yr - which agrees with the 2019 anchor. Carry ~3-4/yr. EXCLUDE from the base: 2021, 2022, 2023 (0 filed months), and the 2018 CIUS '1' (its 12-month label sits on a 2-month submission); the 2020 row (3 on 2 months, x6 = 18/yr) is too unstable to anchor on."
